db_id,seq_features
DB00150,-0.622917 -0.086037 1.201961 -0.910150 2.141308 0.888840 0.133025 -0.280366 0.440434 -0.615171 -0.531675 -0.360729 -0.214531 0.054504 -0.029875 -0.095012 -0.724059 1.133531 -0.617528 0.511073 0.196969 -0.821911 0.061051 -0.393488 -0.241659 -0.492589 -0.693290 -0.563046 0.047564 1.553111 -0.137467 -0.507577 -0.059519 -0.579243 0.854630 0.094408 0.328952 -0.022756 -0.481865 -0.581609 0.258124 0.487688 -0.874580 -0.483731 -0.646409 -0.810489 -0.596153 -0.367989 0.597626 -0.328746 -1.333116 0.009245 -0.793249 -0.397267 -1.591598 1.349201 -0.416178 -0.539346 -0.562075 0.764167 -0.925297 0.160940 -0.384561 -1.492689
DB00152,0.827006 -0.890214 -0.694293 0.860120 -0.728625 -0.934908 0.920250 0.825879 -0.708473 0.919421 0.717214 0.912390 0.943311 -0.797091 0.866032 0.872010 0.749558 -0.867462 0.905557 -0.910411 -0.839396 0.720001 0.846835 0.887308 0.842825 0.856530 0.610087 0.767511 0.907427 -0.716876 -0.890700 0.826562 0.806415 0.808366 0.797826 0.845741 -0.917093 0.656207 0.784486 0.875278 0.846845 0.807819 0.887533 0.901094 0.896177 0.818667 0.872250 0.853012 -0.620486 0.798431 0.694933 0.876516 0.927684 0.775273 0.772173 -0.810750 0.836622 0.822110 0.842968 -0.919681 0.792636 -0.913025 0.866157 0.795738
DB00155,0.837779 -0.737247 -0.538439 0.855306 -0.679454 -0.811606 0.872434 0.794994 -0.589926 0.829906 0.739498 0.823299 0.831374 -0.720998 0.617486 0.839109 0.719725 -0.781648 0.873352 -0.774885 -0.742303 0.882209 0.601650 0.820552 0.796644 0.791655 0.591239 0.762887 0.772919 -0.653197 -0.774440 0.795725 0.740779 0.781511 0.785250 0.846839 -0.785497 0.750026 0.773498 0.824226 0.736157 0.539374 0.871048 0.827711 0.820777 0.784969 0.797648 0.823767 -0.491155 0.763490 0.706438 0.713190 0.856691 0.765430 0.728049 -0.700593 0.839028 0.682558 0.823279 -0.794968 0.787172 -0.766237 0.761764 0.788019
DB00159,0.473592 -0.036002 0.036633 -0.188661 -0.396831 -0.146015 0.216437 -0.056430 0.714462 0.145049 0.390621 0.127006 0.119291 0.185881 0.662367 0.175877 -0.108994 -0.374535 -0.134309 -0.363013 0.117666 0.375100 0.526919 0.031303 0.047010 0.014671 0.883472 -0.043474 0.312410 0.075220 -0.109155 0.512852 0.120127 0.023947 0.244787 0.416542 -0.013687 -0.334460 -0.333148 -0.060310 0.138549 0.162380 0.029922 -0.066833 0.108180 -0.064915 0.459836 0.045653 -0.407672 -0.127775 -0.214133 0.062915 0.332933 -0.061212 -0.046778 0.241755 0.419330 0.124971 0.193391 -0.301093 -0.143016 -0.109492 0.038693 0.236902
DB00162,0.809329 -0.879964 -0.644655 0.856518 -0.704238 -0.919590 0.902897 0.818712 -0.681693 0.905668 0.695540 0.892323 0.923671 -0.777224 0.860987 0.850277 0.746792 -0.852767 0.896718 -0.873773 -0.827154 0.691209 0.841254 0.881599 0.836451 0.848305 0.601119 0.767222 0.889244 -0.721808 -0.872098 0.813303 0.799041 0.809397 0.753599 0.822375 -0.899449 0.640481 0.786355 0.866513 0.837334 0.794153 0.878178 0.889226 0.885692 0.817751 0.856571 0.852395 -0.608197 0.798471 0.696137 0.860797 0.919963 0.774303 0.766516 -0.797912 0.821721 0.814152 0.826283 -0.894970 0.798419 -0.894172 0.857546 0.805743
DB00166,0.750873 -0.767342 -0.427716 0.847396 -0.482182 -0.787035 0.743447 0.817095 -0.466462 0.847646 0.773418 0.820523 0.825484 -0.721427 0.792529 0.793236 0.744111 -0.695113 0.762676 -0.687148 -0.807546 0.552305 0.567032 0.839406 0.795268 0.812052 0.563204 0.750818 0.796583 -0.646805 -0.803136 0.792007 0.790572 0.787240 0.573842 0.745277 -0.796206 0.552018 0.760149 0.794286 0.684291 0.730572 0.831161 0.772494 0.829226 0.797047 0.799703 0.814461 -0.359386 0.672635 0.712731 0.786617 0.781950 0.780341 0.786941 -0.910537 0.684537 0.795926 0.794213 -0.773135 0.774139 -0.857526 0.816963 0.703491
DB00169,0.232673 -0.092388 -0.351142 0.450145 0.164955 -0.068601 0.390290 0.179782 -0.405311 0.179069 0.285624 0.229771 0.004706 0.261118 -0.333656 0.183321 0.346612 -0.466947 0.335175 0.231734 -0.342813 0.775798 -0.105228 0.303888 0.217204 0.191284 -0.015430 0.382863 0.014076 -0.311989 0.002139 0.123231 0.099697 0.324575 0.288874 0.001192 -0.114959 0.663918 0.407480 0.202991 -0.028032 0.093611 0.406578 0.336539 0.267081 0.282585 0.046893 0.175830 0.155223 0.349273 0.554279 0.134084 0.263380 0.201958 0.387525 -0.376223 0.155748 0.200124 0.266139 -0.001669 0.433584 0.047842 0.170473 0.118663
DB00170,0.783913 -0.858702 -0.583482 0.838709 -0.624836 -0.894150 0.849439 0.815028 -0.627911 0.888577 0.700518 0.867533 0.885322 -0.733117 0.836391 0.826871 0.740557 -0.865667 0.876529 -0.856711 -0.815577 0.466702 0.824904 0.815350 0.815087 0.839262 0.607306 0.748276 0.874731 -0.749736 -0.864137 0.792667 0.807519 0.815168 0.664204 0.768600 -0.870255 0.616201 0.761125 0.853645 0.826889 0.734254 0.833123 0.838170 0.868258 0.810760 0.849401 0.846069 -0.722032 0.795250 0.681435 0.860078 0.876402 0.788046 0.759607 -0.782636 0.800221 0.787040 0.820039 -0.864631 0.772590 -0.887857 0.846528 0.803763
DB00173,0.820942 -0.898473 -0.693476 0.859412 -0.736870 -0.940976 0.920599 0.825661 -0.720685 0.922822 0.713776 0.917122 0.949815 -0.801754 0.883284 0.871657 0.751613 -0.868916 0.905612 -0.915540 -0.846813 0.706268 0.852153 0.889953 0.845392 0.859923 0.608930 0.763148 0.912982 -0.721249 -0.895326 0.824561 0.808575 0.807240 0.795085 0.845460 -0.928035 0.645548 0.785215 0.880168 0.852492 0.819438 0.887826 0.904643 0.899274 0.821693 0.874258 0.855260 -0.632045 0.796742 0.694426 0.882238 0.928348 0.774532 0.775721 -0.816445 0.834559 0.830669 0.841721 -0.930701 0.793302 -0.917536 0.872496 0.796925
DB00175,0.644076 -0.707074 -0.443956 0.738002 -0.920470 -0.792724 0.749620 0.688197 -0.753015 0.773021 0.614647 0.759053 0.812394 -0.787947 0.471584 0.716372 0.664818 -0.749004 0.828677 -0.700013 -0.667433 0.733669 0.625284 0.759437 0.650855 0.707083 0.341749 0.698484 0.699410 -0.597277 -0.705435 0.616166 0.636804 0.658042 0.623341 0.652342 -0.836187 0.701475 0.708857 0.752434 0.592963 0.691303 0.787060 0.782548 0.778692 0.741278 0.711714 0.624751 -0.498010 0.640566 0.656380 0.741895 0.705570 0.546949 0.714083 -0.584371 0.669945 0.721334 0.685605 -0.854746 0.694352 -0.643632 0.731387 0.652083
DB00178,0.716809 0.399019 1.331275 0.148942 -0.070576 0.464776 0.011958 0.067226 1.141151 -0.095765 1.341400 0.065038 -0.728443 0.406407 -0.835003 0.128210 0.276854 0.423051 -0.521697 0.660432 0.385532 0.191604 -1.270543 -0.079469 0.355700 0.135955 1.189500 -0.004913 0.032633 -0.547235 0.234231 0.642670 0.059943 -0.049795 -0.157699 0.288310 0.996165 -0.008974 0.333849 -0.065320 0.104265 -0.397254 0.134227 -0.461122 -0.230646 0.359762 0.108127 0.224169 1.787273 0.296466 0.497285 -0.792454 -0.118487 0.532098 0.291019 0.830472 0.302193 -0.066294 0.546388 0.467612 0.498363 0.702108 -0.097797 0.390808
DB00179,0.822626 -0.882158 -0.603573 0.837537 -0.694107 -0.905381 0.900159 0.806829 -0.598259 0.883187 0.715682 0.885115 0.911395 -0.729079 0.826604 0.844116 0.743093 -0.849957 0.886039 -0.852168 -0.813020 0.740857 0.805207 0.870335 0.823421 0.830146 0.620524 0.769291 0.872340 -0.684716 -0.887083 0.806662 0.805173 0.789951 0.724533 0.821744 -0.859477 0.678729 0.755317 0.851411 0.833309 0.745636 0.860992 0.885798 0.869466 0.791525 0.845859 0.833089 -0.541021 0.790074 0.685442 0.853801 0.921835 0.761737 0.754473 -0.800970 0.839929 0.805490 0.812412 -0.891879 0.790953 -0.831180 0.846117 0.793554
DB00181,0.019199 0.645154 0.693013 -0.295952 0.677383 0.604909 0.025346 -0.327987 0.770792 -0.476618 -0.041929 -0.366868 -0.358840 0.716294 -0.844889 -0.059460 -0.650992 0.507397 -0.338826 0.245396 0.582742 0.775113 -0.528629 -0.466516 -0.372487 -0.491773 0.101153 -0.393276 -0.430644 0.607777 0.426615 -0.084861 -0.392936 -0.458768 0.388606 0.282034 0.548104 -0.019425 -0.432428 -0.499815 -0.599193 -0.924117 -0.272173 -0.437771 -0.499175 -0.594210 -0.238415 -0.277152 0.337587 -0.473539 -0.637155 -0.710162 -0.321944 -0.258208 -0.649508 0.525472 0.029142 -0.804938 -0.215305 0.344216 -0.407223 0.455675 -0.653498 -0.237545
DB00182,0.377441 -0.400806 -0.544562 0.206767 -0.565093 -0.305690 0.613095 0.057171 -0.125095 0.434787 0.281009 0.377453 0.433636 -0.156633 0.748217 0.372229 -0.119512 -0.568942 0.203633 -0.782081 -0.167192 0.295326 0.775986 0.233497 0.231814 0.217089 0.975347 0.054986 0.575288 0.167114 -0.371946 0.387431 0.164116 0.092107 0.592072 0.437298 -0.416510 -0.113084 0.011433 0.147499 0.409919 0.464108 0.184057 0.261605 0.259678 0.047178 0.496427 0.224778 -0.696388 -0.009271 -0.137032 0.191253 0.424648 0.104739 0.126884 -0.401317 0.439026 0.242588 0.271621 -0.847595 0.042501 -0.545323 0.265512 0.267567
DB00184,0.804441 -0.844164 -0.616540 0.833132 -0.691788 -0.900606 0.876603 0.786928 -0.709444 0.880713 0.707749 0.877652 0.902448 -0.764130 0.801261 0.834015 0.739703 -0.844543 0.870208 -0.838416 -0.816989 0.723500 0.813310 0.856469 0.813021 0.820212 0.597560 0.746340 0.856158 -0.717275 -0.825979 0.765405 0.750446 0.767141 0.805341 0.805338 -0.850581 0.658489 0.763731 0.848391 0.798256 0.776568 0.857964 0.863362 0.864598 0.784099 0.812013 0.799820 -0.593659 0.759916 0.690025 0.789068 0.864872 0.749110 0.762742 -0.783415 0.814594 0.802593 0.807959 -0.831941 0.760952 -0.829964 0.826951 0.761871
DB00186,-2.697793 1.647563 2.021971 -3.098385 2.476700 2.621903 -1.671126 -2.765352 1.482027 -2.607919 -3.418155 -2.417630 -1.543503 2.171496 -0.927665 -2.061602 -3.435028 2.827728 -2.655908 0.528464 2.692002 -2.914675 -0.282360 -2.732067 -2.688416 -2.729919 -1.731041 -3.737893 -1.718250 3.694698 1.795512 -2.607003 -2.244405 -2.886684 0.173167 -1.388857 1.892750 -3.221002 -3.055054 -2.829756 -2.248076 -1.320512 -3.256740 -2.769321 -2.841369 -3.598968 -2.236089 -2.499816 -0.372753 -3.109139 -4.183207 -1.864702 -2.627106 -2.723512 -3.972747 2.267761 -2.346734 -2.876583 -2.859325 1.337475 -3.464245 1.600213 -2.588144 -3.302542
DB00188,-2.301226 1.952686 0.625231 -1.879037 1.579871 1.618855 -3.122120 -1.836829 1.065879 -1.976827 -2.161007 -2.044577 -2.330145 0.709650 -1.664555 -2.547561 -0.933927 1.758999 -1.675381 2.887858 0.778827 -2.634277 -1.894880 -2.034126 -1.876633 -1.600771 -2.952258 -0.737166 -2.500221 0.598980 2.024868 -2.303072 -1.799623 -1.679045 -4.491879 -3.670231 1.336277 -1.098713 -1.195956 -1.651424 -1.149682 -1.462403 -1.886693 -1.510726 -1.754883 -1.215956 -2.181370 -2.310662 1.855796 -1.045806 -0.316691 -1.372927 -2.237526 -1.933946 -0.696777 1.709957 -2.297703 -0.881658 -1.989345 2.664978 -1.724483 2.069428 -1.438300 -2.134816
DB00190,0.206777 -0.431477 -0.707607 0.219672 -0.563696 -0.438545 0.495986 0.063061 -0.360762 0.435414 0.054077 0.393483 0.591151 -0.062951 0.790082 0.391785 -0.123086 -0.406305 0.255396 -0.986593 -0.163775 0.275272 0.863248 0.221465 0.190838 0.228890 0.738112 -0.099961 0.552338 0.035606 -0.387969 0.397696 0.191584 0.059290 0.766330 0.534413 -0.514023 -0.336330 -0.007917 0.195400 0.224635 0.499990 0.213664 0.264885 0.269677 -0.018561 0.551668 0.261312 -1.023748 -0.052666 -0.199533 0.311782 0.536227 0.105576 0.069982 -0.435214 0.443934 0.177650 0.250888 -0.963240 0.037256 -0.599261 0.243590 0.298851
DB00191,0.751707 -0.783466 -0.603032 0.662050 -0.770133 -0.683227 0.813079 0.666720 -0.376277 0.781730 0.798883 0.751615 0.704643 -0.743011 0.896261 0.686058 0.637904 -0.705049 0.667185 -0.710123 -0.651815 0.489410 0.666409 0.758082 0.709050 0.724321 0.669968 0.685361 0.821024 -0.546739 -0.770397 0.652218 0.636110 0.628924 0.458169 0.644876 -0.671280 0.506708 0.628048 0.687719 0.781341 0.705491 0.716195 0.721916 0.744445 0.703968 0.725306 0.692433 -0.341656 0.662730 0.600874 0.682205 0.716973 0.643097 0.703452 -0.733243 0.655836 0.808848 0.700618 -0.812200 0.670663 -0.816276 0.744818 0.688187
DB00193,-0.338815 -0.110957 -0.828364 -0.322485 -0.170558 -0.055168 0.003366 -0.354252 -0.418803 0.002327 -0.100518 -0.051666 0.152486 0.176215 0.534423 -0.102694 -0.376321 0.029357 -0.098950 -0.406464 0.077263 -0.168558 0.545007 -0.100709 -0.243826 -0.178402 0.245467 -0.375068 0.168859 0.424476 -0.098078 -0.194285 -0.310071 -0.344673 0.481091 -0.101925 -0.181886 -0.286743 -0.294690 -0.151607 0.139013 0.369751 -0.259587 -0.072654 -0.098771 -0.406232 -0.116561 -0.343568 -0.368830 -0.342387 -0.558098 0.048703 -0.046974 -0.460487 -0.419960 -0.259236 -0.071271 -0.114423 -0.351117 -0.362145 -0.449006 -0.152938 -0.049463 -0.643233
DB00194,0.819139 -0.907324 -0.707006 0.861636 -0.754453 -0.952299 0.909169 0.829180 -0.719275 0.924722 0.709539 0.918715 0.953266 -0.820643 0.875714 0.874612 0.748314 -0.881150 0.907856 -0.922279 -0.851324 0.688285 0.873599 0.890034 0.844816 0.859257 0.596949 0.763478 0.916420 -0.734844 -0.906460 0.825587 0.811629 0.811767 0.764011 0.844298 -0.930259 0.645462 0.784871 0.876899 0.846892 0.831548 0.887840 0.908477 0.899054 0.820352 0.880037 0.856807 -0.625011 0.802063 0.691187 0.893556 0.918310 0.778993 0.772018 -0.837019 0.833816 0.828211 0.843603 -0.933099 0.796426 -0.920473 0.870534 0.796767
DB00195,0.815165 -0.002592 0.100839 0.561234 0.124406 -0.329596 0.584846 0.448026 0.244564 0.385690 1.224829 0.325292 0.162080 0.085033 0.424239 0.529213 0.429333 -0.438772 0.409803 -0.066708 -0.364175 1.532786 -0.718836 0.479327 0.568625 0.472368 1.517377 0.694019 0.332074 -0.498734 -0.222772 0.791712 0.325314 0.424392 0.890339 0.632568 0.010376 0.944861 0.461219 0.434309 0.627550 -0.599444 0.539668 0.285657 0.349291 0.402900 0.487092 0.550656 0.546997 0.410155 0.523826 -0.121407 0.521006 0.513022 0.360545 -0.251231 0.924582 0.016144 0.625724 0.078155 0.512427 -0.172173 0.348212 0.285214
DB00196,-4.535926 2.906140 -0.386610 -3.209792 0.455088 2.511837 -4.044638 -3.537705 1.182006 -3.111035 -4.265127 -3.326479 -2.884512 2.920819 -1.676360 -4.024976 -3.100243 3.147558 -2.866460 1.774030 3.137235 -2.710206 -2.004603 -3.036211 -3.884769 -3.364190 -3.320041 -3.557860 -3.173968 1.913646 3.057640 -4.079595 -3.793457 -3.902762 -3.390534 -4.115688 2.459070 -3.506828 -3.451781 -3.192044 -3.294706 -2.000411 -3.470220 -2.763403 -3.119573 -3.126333 -3.672552 -3.828168 1.320942 -3.431944 -2.866176 -2.498742 -3.085925 -4.034906 -2.709310 0.378151 -4.526527 -2.829826 -4.111683 1.988089 -3.186266 2.600875 -3.089434 -3.360891
DB00197,-1.703200 1.193158 1.179089 -0.839630 1.446563 0.781419 -2.276243 -0.669586 0.316246 -1.059813 -1.229158 -1.119900 -1.372381 -0.017187 -1.034478 -1.611941 -0.451881 1.680402 -1.178571 1.844649 0.582059 -0.492408 -1.974487 -0.736299 -1.102958 -1.110860 -1.954516 -0.127539 -1.698777 0.153371 1.294842 -1.522817 -1.413552 -1.152225 -2.264322 -1.721637 0.962946 -0.670437 -0.738887 -1.000391 -1.537298 -0.245278 -0.771490 -0.866085 -0.924900 -0.387061 -1.656086 -1.413968 2.116893 -1.150779 0.091993 -0.979747 -1.586965 -1.107532 0.084935 -0.881985 -1.980423 -0.404063 -1.276035 1.634294 -0.850488 0.989495 -0.706141 -1.574544
DB00198,0.185674 -0.127590 -0.204511 0.135427 -0.470091 -0.240625 0.342158 -0.039502 -0.134437 0.228801 -0.001533 0.205432 0.423397 0.165265 0.361324 0.292238 -0.264139 -0.281714 0.167429 -0.761863 0.078088 0.356595 0.609867 0.031749 -0.002158 0.048265 0.572222 -0.220396 0.275849 0.151996 -0.156901 0.276471 0.049273 -0.032659 0.625452 0.516592 -0.242510 -0.314991 -0.120165 0.043905 -0.069736 0.017799 0.111915 0.104346 0.093570 -0.126584 0.385846 0.143137 -0.848904 -0.204546 -0.308865 0.115136 0.334509 0.026735 -0.069736 -0.281536 0.394073 -0.068347 0.115252 -0.684660 -0.051964 -0.347129 0.012454 0.283864
DB00199,-0.254184 -0.021567 -0.962671 -0.014754 -0.718925 -0.127075 0.121065 -0.049280 -0.973502 0.128686 -0.124296 0.019299 0.074901 -0.219974 -0.125370 -0.301266 0.219362 0.047453 0.301065 0.035135 -0.104456 0.716896 -0.215650 0.235744 -0.125077 0.001703 -0.563892 0.262617 -0.028532 -0.280737 -0.021667 -0.384798 -0.307614 -0.169609 0.048525 -0.418390 -0.171194 0.598198 0.063368 0.114956 0.142821 0.132297 0.148221 0.414716 0.228789 0.129269 -0.244177 -0.220504 0.030011 0.076749 0.281825 0.164011 0.248473 -0.409259 0.190302 -0.884285 -0.445332 0.126457 -0.214737 -0.172815 0.197939 -0.001189 0.080260 -0.194098
DB00201,0.625628 -0.713037 -0.156296 0.715787 -0.390358 -0.682885 0.702885 0.694839 -0.566143 0.730135 0.518514 0.738880 0.789358 -0.782064 0.607968 0.719477 0.665653 -0.668565 0.717900 -0.519194 -0.772152 0.422538 0.556832 0.745357 0.715131 0.719683 0.442686 0.621736 0.679511 -0.603933 -0.733284 0.581994 0.726720 0.708110 0.700956 0.755944 -0.829594 0.649092 0.717066 0.735961 0.594640 0.642758 0.689614 0.741481 0.714036 0.665979 0.687774 0.722344 -0.638901 0.732496 0.677414 0.676455 0.669476 0.711276 0.688022 -0.573448 0.683759 0.783675 0.710195 -0.561928 0.659090 -0.717983 0.733713 0.737176
DB00202,0.457042 -0.470659 0.210389 0.332154 -0.058277 -0.365386 0.573820 0.465102 -0.207944 0.389114 0.500095 0.444500 0.469268 -0.522182 0.436758 0.557457 0.377893 -0.250681 0.387815 -0.264449 -0.405576 0.385750 0.367236 0.473828 0.506790 0.435978 0.440955 0.389770 0.483470 -0.051202 -0.549773 0.488887 0.505308 0.414797 0.683591 0.613192 -0.306828 0.505315 0.432384 0.431441 0.566352 0.463648 0.384303 0.371904 0.391487 0.390150 0.407994 0.495714 0.156084 0.446063 0.212813 0.339123 0.339815 0.493599 0.143036 0.053405 0.511985 0.335610 0.462106 -0.156647 0.356825 -0.392600 0.421876 0.210553
DB00204,-0.274034 0.439174 -0.738993 -0.191932 0.406704 0.342523 -0.770501 -0.150364 1.087717 -0.361292 0.009494 -0.363077 -0.510509 0.462821 -0.525562 -0.600723 0.037458 0.610544 -0.179615 0.752420 0.031344 0.386969 -0.939137 -0.123395 -0.418433 -0.273279 -1.014054 0.126141 -0.526422 -0.142809 0.343050 -0.410885 -0.563272 -0.501630 -0.954742 -0.937808 0.185304 0.383635 -0.092938 -0.291990 -0.019751 -0.209377 -0.114604 0.019356 -0.203609 -0.070646 -0.642993 -0.626814 1.246025 0.027967 0.264984 -0.281475 -0.421524 -0.526999 -0.127935 -0.265242 -0.983423 -0.088631 -0.491684 0.619097 -0.124028 0.576999 -0.257252 -0.775346
DB00205,0.758351 -0.691883 -0.529424 0.831173 -0.593618 -0.829767 0.790774 0.762555 -0.568592 0.793212 0.685393 0.773952 0.791502 -0.681246 0.718372 0.778058 0.688360 -0.741168 0.853067 -0.733031 -0.734868 0.889345 0.569283 0.803189 0.773289 0.763544 0.633214 0.760490 0.727830 -0.684675 -0.734011 0.749768 0.690278 0.733642 0.759418 0.781123 -0.739996 0.725242 0.743224 0.805638 0.750826 0.478284 0.828448 0.790798 0.783295 0.753486 0.744222 0.793449 -0.432521 0.738833 0.684848 0.654713 0.811482 0.730223 0.711836 -0.679847 0.811214 0.639774 0.773531 -0.738341 0.737968 -0.730817 0.744477 0.719089
