db_id,seq_features
DB00014,0.210135 -0.397332 -0.299000 0.233195 -0.219890 -0.407115 0.248576 0.139683 -0.007002 0.353831 0.038287 0.340651 0.471041 0.038703 0.738723 0.357384 -0.072771 -0.259082 0.122746 -0.912371 -0.229159 0.041964 0.689642 0.179036 0.156784 0.217385 0.423622 -0.141974 0.471647 0.111270 -0.393599 0.385264 0.211013 0.061442 0.423761 0.411232 -0.550196 -0.395672 0.019233 0.120225 0.191322 0.536116 0.191112 0.238475 0.209421 -0.001276 0.465383 0.198706 -0.813020 -0.026290 -0.153135 0.269682 0.396696 0.096004 0.053529 -0.522761 0.283650 0.224878 0.223987 -0.805271 -0.003461 -0.525103 0.216638 0.195569
DB00015,0.250668 -0.076017 0.231266 0.040843 0.981936 -0.002092 -0.532514 0.338280 -0.049993 0.224645 0.764224 0.021249 -0.113708 0.201227 0.508401 -0.096040 0.643862 -0.852110 0.071007 0.244800 -0.144844 -2.930085 0.398524 -0.240492 0.323165 0.392888 0.883091 0.419295 0.310126 -1.378760 -0.119555 0.329544 0.633302 0.748204 -1.763389 -0.648113 0.192970 -0.092015 0.158999 0.388193 0.358067 -0.283292 -0.136781 -0.213793 0.323661 0.445257 0.445871 0.536589 -2.641886 0.403649 0.344885 0.545350 0.307128 0.740834 0.561785 0.205188 0.284964 0.252769 0.395276 0.244877 0.353342 -0.048761 0.396847 0.853342
DB00016,0.630416 -0.649924 -0.484472 0.698019 -0.530110 -0.651951 0.628826 0.669814 -0.562844 0.678299 0.670829 0.591882 0.701853 -0.630675 0.364568 0.569650 0.756228 -0.744990 0.799739 -0.479762 -0.685997 0.559892 0.383509 0.668896 0.677297 0.714873 0.290876 0.700980 0.611197 -0.593807 -0.632074 0.578224 0.667364 0.701270 0.323842 0.480423 -0.627096 0.714637 0.707707 0.732473 0.610515 0.248748 0.716600 0.705410 0.696377 0.735934 0.643881 0.738218 -0.185883 0.677836 0.690966 0.592260 0.685925 0.661342 0.675465 -0.644060 0.699442 0.640238 0.622138 -0.548782 0.769294 -0.538830 0.684786 0.795840
DB00018,0.233797 0.225737 -0.125615 -0.311259 -0.379168 0.192731 -0.352323 0.032304 -0.955186 0.046158 0.258533 -0.069898 0.017137 -0.861628 0.343666 -0.166647 0.514396 -0.435720 -0.067325 0.525798 -0.262067 -2.125277 -0.067704 -0.253523 0.211006 0.320988 -0.000744 0.319233 -0.008848 -0.903318 0.082056 0.103441 0.525919 0.524660 -1.835619 -0.629230 -0.118715 0.042238 0.263407 0.252374 0.399873 -0.437253 -0.201090 -0.005461 0.106582 0.026940 0.361894 0.338175 -0.577389 0.132760 0.505484 0.433822 0.416597 0.438883 0.552462 0.521421 0.339086 0.449868 0.312787 0.660523 0.296759 -0.188255 0.237251 0.681098
DB00019,0.812237 -0.875840 -0.689448 0.859655 -0.732292 -0.928065 0.910533 0.819360 -0.711176 0.913943 0.712146 0.898052 0.929299 -0.797442 0.877942 0.862325 0.749580 -0.862753 0.905869 -0.902956 -0.832101 0.706102 0.815085 0.874517 0.838812 0.855367 0.638247 0.759794 0.897339 -0.709821 -0.882610 0.820044 0.800617 0.807414 0.782982 0.832775 -0.905129 0.648479 0.785403 0.875277 0.851797 0.766086 0.878645 0.887168 0.888932 0.816038 0.869364 0.853594 -0.630967 0.790887 0.696932 0.859456 0.921239 0.775836 0.767651 -0.807235 0.834044 0.806097 0.838406 -0.913204 0.791435 -0.910644 0.863140 0.788645
DB00020,0.824926 -0.884893 -0.692848 0.862047 -0.734057 -0.934674 0.919551 0.825134 -0.699762 0.917828 0.719607 0.909466 0.940882 -0.795832 0.869491 0.871500 0.746910 -0.864831 0.907107 -0.911134 -0.836307 0.730334 0.837459 0.886700 0.842775 0.856679 0.630499 0.767064 0.904402 -0.709683 -0.890546 0.828486 0.804159 0.807233 0.795387 0.847396 -0.909470 0.660346 0.783545 0.876806 0.850863 0.786048 0.886440 0.899854 0.893508 0.817991 0.873247 0.854879 -0.621034 0.796451 0.693838 0.869530 0.928247 0.777944 0.767171 -0.815970 0.842604 0.814403 0.842974 -0.921332 0.794793 -0.910657 0.865968 0.791231
DB00022,0.126938 0.765596 0.422135 -0.414853 0.016463 0.386179 -0.195816 -0.397581 -0.738378 -0.215917 0.622680 -0.436198 -0.440838 -0.184572 0.089816 -0.363753 0.086119 -0.148729 -0.262170 0.796137 -0.081180 -0.706934 -1.114176 -0.604647 -0.036222 -0.032190 0.858305 0.397595 -0.411614 -0.470654 0.498534 0.005869 -0.104532 -0.006227 -0.772122 -0.639785 0.472424 0.274633 -0.009265 -0.051238 0.273427 -1.534631 -0.327503 -0.412653 -0.225936 -0.254998 0.037246 -0.031295 -0.381268 -0.167035 0.268724 -0.456318 0.254967 0.045341 0.172822 0.745308 0.450583 -0.263605 0.057949 0.976197 -0.268701 0.203124 -0.064972 -0.228026
DB00023,0.832160 -0.866990 -0.611205 0.841177 -0.705513 -0.903356 0.906475 0.807376 -0.626429 0.884947 0.723283 0.881387 0.908083 -0.748560 0.813883 0.846912 0.740760 -0.836783 0.887476 -0.856551 -0.811007 0.757004 0.784584 0.868351 0.823907 0.831343 0.624295 0.775168 0.869987 -0.688963 -0.874834 0.814156 0.792955 0.789785 0.749879 0.827517 -0.862860 0.682008 0.762486 0.853589 0.830856 0.727341 0.867898 0.883872 0.870398 0.794821 0.846865 0.834449 -0.553886 0.782398 0.687392 0.838687 0.920862 0.762620 0.751241 -0.786878 0.839405 0.792617 0.819963 -0.882649 0.787641 -0.849220 0.842324 0.788690
DB00024,0.760603 -0.210105 0.638218 0.812678 -0.145263 -0.280666 0.634713 0.689876 0.118187 0.452587 0.913672 0.442528 0.317814 -0.312003 -0.297778 0.649124 0.625834 -0.452404 0.592657 0.052728 -0.416791 1.277741 -0.472627 0.569136 0.603735 0.530892 0.516395 0.744717 0.242652 -0.423442 -0.217281 0.666820 0.508938 0.642940 0.648646 0.704335 -0.180949 0.968673 0.706568 0.559422 0.185424 -0.391376 0.759316 0.449049 0.511258 0.637427 0.466541 0.673269 0.204370 0.570308 0.784363 0.103076 0.461140 0.769246 0.597048 -0.409923 0.674615 0.203518 0.713142 -0.056601 0.773243 -0.286882 0.383578 0.669371
DB00025,0.738842 -0.831820 -0.530809 0.768439 -0.448388 -0.821883 0.725289 0.779619 -0.590352 0.845935 0.719314 0.821037 0.828609 -0.642978 0.825696 0.759422 0.734007 -0.870837 0.811105 -0.782403 -0.775514 0.149242 0.826066 0.747075 0.784087 0.808988 0.654957 0.733706 0.852532 -0.833042 -0.822620 0.768720 0.809381 0.811554 0.454829 0.660405 -0.806499 0.561234 0.713810 0.823867 0.795838 0.702233 0.756386 0.774291 0.836040 0.781795 0.828394 0.826948 -0.930007 0.773012 0.649066 0.871880 0.843546 0.795464 0.747928 -0.718386 0.766906 0.765248 0.794470 -0.800228 0.751954 -0.818283 0.825466 0.811840
DB00026,-1.346906 1.280683 -0.067053 -1.061440 0.470635 0.948163 -1.315110 -1.321386 -0.508633 -1.094379 -1.123924 -1.111687 -1.292734 0.202489 -0.830662 -1.459108 -0.668046 0.603566 -0.838766 1.592474 0.261042 0.032977 -1.548951 -1.223286 -1.042144 -1.073107 -1.114829 -0.146387 -1.607979 0.099954 1.447831 -1.399710 -1.492695 -1.117654 -1.198103 -1.742535 1.137364 -0.230893 -0.731964 -0.884644 -0.431571 -1.452946 -0.947977 -0.725001 -1.002122 -0.810325 -1.451490 -1.456238 1.315084 -0.825682 -0.104559 -1.276939 -1.019633 -1.357545 -0.257082 0.783221 -0.775103 -0.750691 -1.113738 1.920296 -1.218958 1.186082 -0.833979 -1.786258
DB00027,0.814198 -0.884965 -0.611361 0.835268 -0.684503 -0.907181 0.892647 0.806238 -0.611596 0.885298 0.708918 0.883427 0.911707 -0.733796 0.832096 0.838267 0.744041 -0.855547 0.883921 -0.854974 -0.816466 0.706630 0.812115 0.869877 0.823521 0.832067 0.603342 0.767683 0.876121 -0.699839 -0.885328 0.800560 0.805466 0.791545 0.721069 0.811273 -0.872296 0.670122 0.757171 0.852755 0.834827 0.756210 0.859013 0.884840 0.871402 0.793198 0.845117 0.833895 -0.554363 0.789695 0.683467 0.857245 0.924537 0.759712 0.756406 -0.807053 0.827696 0.809962 0.809992 -0.892627 0.789441 -0.844135 0.848477 0.797746
DB00028,0.580141 -0.679381 -0.082031 0.588091 -0.059525 -0.682167 0.408163 0.711576 -0.471145 0.583213 0.315664 0.580175 0.459461 -0.406232 0.397341 0.539068 0.753276 -0.766832 0.585792 -0.251164 -0.596867 -0.239448 0.736068 0.477370 0.618771 0.660518 0.140525 0.679747 0.494708 -0.564867 -0.586443 0.600326 0.818753 0.875998 -0.134565 0.373553 -0.640560 0.341797 0.694298 0.642504 0.317142 0.626582 0.567818 0.603916 0.644302 0.721175 0.670370 0.673653 -0.097247 0.689355 0.676854 0.842277 0.551469 0.746788 0.749590 -0.254263 0.462770 0.757012 0.651048 -0.336884 0.790263 -0.641468 0.642658 0.893523
DB00029,0.263782 -0.118863 0.078037 -0.034192 1.125785 0.007778 -0.566189 0.331145 -0.181375 0.225707 0.800540 0.051772 -0.073482 0.239995 0.521727 -0.109887 0.635449 -0.817502 0.043404 0.238739 -0.146235 -3.000533 0.481368 -0.228043 0.331419 0.392673 0.918552 0.443851 0.353207 -1.408318 -0.141238 0.354509 0.650717 0.753542 -1.808958 -0.663633 0.163940 -0.127540 0.143824 0.393411 0.349306 -0.178648 -0.157195 -0.177972 0.336451 0.404729 0.461964 0.523378 -2.662977 0.422880 0.326711 0.621674 0.305162 0.728173 0.575978 0.239861 0.272293 0.314580 0.400811 0.226673 0.358014 -0.038145 0.408018 0.849223
DB00030,0.683209 -0.482092 0.169737 0.762468 -0.106849 -0.415681 0.444498 0.775485 -0.022592 0.592817 0.862708 0.586266 0.490750 -0.653621 0.204796 0.658855 0.659320 -0.360060 0.523037 -0.157504 -0.584080 0.644305 0.041855 0.683194 0.659961 0.651373 0.336253 0.747427 0.435829 -0.500521 -0.512348 0.713591 0.694999 0.725366 0.216439 0.626630 -0.480813 0.549507 0.712814 0.593624 0.275780 0.449546 0.746097 0.536649 0.619337 0.680680 0.590483 0.699187 0.260767 0.558366 0.747909 0.491253 0.449094 0.761757 0.730026 -0.912663 0.493969 0.595507 0.707970 -0.360535 0.749487 -0.556115 0.590063 0.593223
DB00031,0.262999 0.017735 0.299392 -0.065004 1.134379 0.065074 -0.584916 0.271924 -0.025305 0.174125 0.953800 -0.031734 -0.137228 0.253681 0.552890 -0.137572 0.589851 -0.724008 0.024418 0.309213 -0.065835 -2.828652 0.186203 -0.238654 0.330678 0.364354 1.209097 0.479092 0.308479 -1.551323 -0.095129 0.402532 0.582052 0.716014 -1.669893 -0.656596 0.271584 0.011444 0.144684 0.379928 0.368310 -0.526518 -0.176039 -0.228617 0.287514 0.355971 0.424850 0.527445 -2.553821 0.361014 0.305528 0.445299 0.316503 0.718304 0.490978 0.232404 0.360416 0.142844 0.391511 0.269501 0.345106 0.027455 0.369771 0.765354
DB00033,0.411980 0.294251 0.016690 -0.236643 -0.425473 0.163058 -0.158124 0.062048 -0.651641 0.083013 0.420047 -0.075460 0.025500 -0.728762 0.393883 -0.092624 0.477855 -0.527988 -0.001438 0.462187 -0.205429 -1.804943 -0.331125 -0.189909 0.253222 0.318555 0.155466 0.409476 0.014773 -0.885460 0.067779 0.210613 0.467089 0.487380 -1.508778 -0.464409 -0.034488 0.192017 0.280057 0.299525 0.459967 -0.725185 -0.110348 0.014043 0.130093 0.063685 0.388645 0.359992 -0.675236 0.157556 0.479105 0.312741 0.456732 0.487816 0.514202 0.399866 0.476693 0.302066 0.368061 0.600539 0.275574 -0.198907 0.235208 0.626968
DB00035,0.335397 -0.350331 -0.621922 0.091293 -0.458711 -0.339150 0.489138 0.001605 -0.117270 0.375744 0.171378 0.337191 0.470636 0.022230 0.819205 0.330199 -0.176179 -0.236027 0.110728 -1.038281 -0.063876 0.236779 0.759969 0.163267 0.165268 0.174822 0.860565 -0.026328 0.491574 0.082205 -0.365841 0.412390 0.130903 -0.039406 0.506644 0.529945 -0.381601 -0.387272 -0.108118 0.119225 0.339192 0.419571 0.158662 0.176499 0.197631 -0.048969 0.530069 0.181251 -0.758416 -0.096709 -0.264478 0.252352 0.459214 0.066667 0.041206 -0.333951 0.483408 0.150682 0.221915 -0.845283 -0.046754 -0.586104 0.201674 0.208964
DB00036,0.744973 -0.825051 -0.530510 0.776123 -0.458286 -0.827311 0.736646 0.780924 -0.588151 0.849775 0.729838 0.822185 0.833068 -0.651172 0.846354 0.765057 0.733706 -0.870238 0.816707 -0.786960 -0.777096 0.179396 0.816788 0.754217 0.787736 0.812219 0.671803 0.736705 0.855115 -0.838349 -0.827127 0.774968 0.806195 0.810114 0.478580 0.669581 -0.805044 0.573874 0.715238 0.827351 0.804581 0.691272 0.762920 0.777004 0.838323 0.782260 0.831020 0.829482 -0.909931 0.772954 0.649544 0.864065 0.850523 0.794222 0.745054 -0.720282 0.776731 0.761243 0.796673 -0.803593 0.751382 -0.823577 0.827190 0.806965
DB00039,0.683113 -0.688683 -0.597011 0.648202 -0.780491 -0.723055 0.654060 0.683200 -0.856765 0.765377 0.574868 0.722526 0.758001 -0.875055 0.806297 0.653785 0.750064 -0.842668 0.760917 -0.652246 -0.683522 -0.102349 0.758449 0.613157 0.723377 0.772371 0.411380 0.668127 0.753738 -0.718706 -0.711154 0.671873 0.767638 0.821045 0.127646 0.477748 -0.729955 0.412988 0.708283 0.786394 0.779323 0.606342 0.661322 0.695027 0.765462 0.716494 0.790282 0.786491 -0.637826 0.665447 0.657787 0.844085 0.803106 0.743698 0.762919 -0.560704 0.685486 0.749945 0.737735 -0.647522 0.720765 -0.792621 0.760345 0.800683
DB00040,0.821466 -0.885385 -0.683720 0.857004 -0.711940 -0.927564 0.915952 0.826744 -0.689194 0.912763 0.720970 0.908576 0.933199 -0.787912 0.850565 0.866744 0.747563 -0.862457 0.895586 -0.899011 -0.831491 0.701263 0.829918 0.882900 0.839556 0.853447 0.614960 0.761355 0.899286 -0.711591 -0.884427 0.823190 0.803224 0.807882 0.790467 0.837657 -0.910278 0.647028 0.783169 0.869711 0.839206 0.806254 0.883024 0.893148 0.890470 0.813500 0.865419 0.850358 -0.602725 0.791333 0.693129 0.871858 0.913782 0.775014 0.770294 -0.810682 0.831501 0.818743 0.840272 -0.907811 0.794636 -0.909792 0.861411 0.791124
DB00041,-1.705568 2.025791 0.375211 -2.085272 -0.302677 1.735242 -2.317387 -2.381918 0.615285 -1.804107 -1.952162 -2.019976 -1.476125 1.855866 -0.904998 -1.929546 -2.149729 0.771632 -2.090470 0.282773 2.414715 -3.615509 -0.385381 -2.590216 -2.191339 -1.869804 -0.688569 -2.632371 -1.450608 1.184921 1.959557 -1.515841 -1.790100 -1.766553 -2.470649 -1.961188 1.667966 -3.544970 -2.251394 -1.928756 -1.960569 -1.910982 -2.373104 -2.277067 -2.024719 -2.298011 -1.192487 -1.786952 -1.034492 -2.412897 -2.354266 -1.588944 -1.305057 -1.960525 -1.709793 1.510023 -1.519590 -1.955397 -1.884388 0.597719 -2.047846 1.236942 -2.011956 -1.044912
DB00046,0.034758 -0.018261 1.953217 0.548553 1.379503 0.431630 -0.595565 0.718077 1.200210 0.165206 0.946565 0.030601 -0.387245 -0.222407 -0.003730 0.112285 0.602089 0.603488 -0.482059 1.239931 -0.450673 -1.107541 -1.295197 0.414945 0.348423 0.372739 0.153793 0.576221 -0.194197 -0.292102 -0.047000 0.491016 0.667705 0.550339 -1.364195 -0.184870 0.182510 -0.484913 0.516519 0.013351 -0.733995 0.500863 0.332461 -0.334296 0.189694 0.539289 0.175328 0.465787 1.963842 -0.074844 0.824020 0.225626 -0.419271 0.808292 0.858972 -1.109176 -0.532398 0.547464 0.354150 0.621105 0.682158 -0.250607 0.337033 -0.055076
DB00047,0.080527 0.519812 2.591827 0.518902 1.605094 0.628861 -0.682893 0.592664 1.584804 -0.025197 1.429403 -0.296125 -0.693175 0.164025 0.068174 0.023597 0.464140 0.791542 -0.536285 1.490580 -0.176790 -0.185639 -2.272374 0.315579 0.291198 0.256018 1.009771 0.707480 -0.462258 -0.211620 0.227806 0.583914 0.412754 0.393072 -1.002479 -0.145181 0.689281 -0.059607 0.463186 -0.075319 -0.709097 -0.663033 0.275645 -0.578803 -0.010200 0.389116 0.058942 0.464282 2.325804 -0.236002 0.792348 -0.379669 -0.388326 0.758707 0.617611 -0.961600 -0.332219 -0.028972 0.298803 0.933619 0.602206 0.040264 0.156559 -0.344373
DB00048,0.771790 -0.838988 -0.597226 0.793283 -0.509476 -0.848087 0.776458 0.788525 -0.630879 0.866455 0.734122 0.847129 0.866655 -0.689841 0.854608 0.790936 0.740746 -0.866086 0.835150 -0.817827 -0.786569 0.322390 0.831924 0.792189 0.803319 0.822000 0.669347 0.748997 0.873000 -0.815458 -0.841078 0.789632 0.806981 0.802765 0.546237 0.711630 -0.822809 0.597610 0.729087 0.840549 0.815058 0.728970 0.794367 0.812608 0.853381 0.788910 0.841534 0.833535 -0.853743 0.773783 0.657641 0.871221 0.878993 0.788989 0.753576 -0.740000 0.796657 0.779731 0.808949 -0.829800 0.761216 -0.842154 0.838503 0.805665
DB00051,-1.617253 1.583954 0.358339 -1.358746 1.464148 1.180890 -1.661260 -1.555420 -0.326225 -1.422011 -1.636467 -1.415548 -1.890757 1.042804 -1.093007 -1.742045 -0.792527 0.790358 -1.103385 2.194181 0.367322 -0.055343 -1.950088 -1.575602 -1.299347 -1.407929 -0.961471 -0.273504 -1.993357 0.342704 1.795629 -1.573941 -1.700610 -1.326869 -1.565756 -2.067446 1.586599 -0.364574 -0.903752 -1.184790 -0.948805 -1.928137 -1.242287 -1.040648 -1.321727 -1.097320 -1.704089 -1.709292 1.844017 -1.065887 -0.230320 -1.555820 -1.345042 -1.476095 -0.372851 1.044260 -0.881080 -1.028611 -1.342467 2.449620 -1.333975 1.617113 -1.123527 -2.110428
DB00052,0.846036 0.120298 0.506824 0.719323 -0.036650 -0.385460 0.735210 0.506999 0.206406 0.508899 1.383525 0.259606 0.314042 -0.169354 0.686328 0.602756 0.453991 -0.284291 0.596108 -0.209130 -0.415535 2.127419 -1.065224 0.626822 0.660469 0.563491 2.005822 0.917485 0.309572 -0.380335 -0.274078 0.841792 0.329836 0.425222 1.413754 0.835096 -0.049856 1.306175 0.632321 0.605400 0.656593 -1.282905 0.690382 0.348196 0.467289 0.421208 0.555803 0.698882 0.015097 0.424399 0.664594 -0.281440 0.830236 0.632931 0.388958 -0.565018 1.080972 -0.150946 0.679575 -0.151568 0.536600 -0.326492 0.455167 0.168312
DB00054,0.253511 -0.047560 0.408465 -0.047501 1.589425 0.054204 -0.683879 0.348243 0.029108 0.100514 0.509793 -0.033064 -0.261016 0.512541 0.180910 -0.161084 0.682610 -0.819323 -0.030177 0.487931 -0.082326 -3.152896 0.436342 -0.367485 0.249467 0.323493 0.677903 0.468156 0.178916 -1.056342 -0.040474 0.290456 0.696637 0.776772 -2.009836 -0.711411 0.141112 -0.229360 0.138079 0.312978 0.042540 -0.207386 -0.210606 -0.246098 0.259159 0.437670 0.409041 0.458506 -2.416330 0.365088 0.347769 0.603310 0.107599 0.750737 0.596050 0.436455 0.113089 0.306020 0.367358 0.398947 0.362217 -0.013360 0.341814 0.906750
DB00055,0.331278 0.100968 0.371435 -0.112455 1.086114 0.139063 -0.540657 0.243624 -0.008443 0.136937 0.988767 -0.081105 -0.196439 0.280411 0.590968 -0.139903 0.561407 -0.703608 0.010639 0.404556 -0.042383 -2.611322 0.106669 -0.220307 0.299930 0.322079 1.292155 0.532570 0.218142 -1.460442 -0.020849 0.417675 0.540468 0.677987 -1.707202 -0.619927 0.385714 0.167283 0.120038 0.345427 0.391126 -0.778737 -0.174733 -0.229698 0.263788 0.311358 0.414350 0.497721 -2.389984 0.311738 0.311161 0.390711 0.379296 0.686591 0.442891 0.359356 0.450531 0.071577 0.384436 0.414276 0.367602 0.129348 0.318064 0.702937
DB00056,0.336194 0.063068 -0.205173 -0.240527 -0.473601 -0.006701 -0.428516 0.221326 -0.956509 0.006277 0.098130 -0.077629 -0.111146 -0.769872 0.156499 -0.152262 0.714002 -0.782051 0.035504 0.642712 -0.099980 -2.571434 0.315123 -0.351347 0.214555 0.350260 -0.600479 0.438552 -0.054705 -0.937417 0.076704 0.128395 0.653900 0.829194 -2.500621 -0.790775 -0.013758 -0.312159 0.380436 0.302203 0.164996 -0.192095 -0.147440 -0.012280 0.156560 0.283090 0.390462 0.401408 0.239458 0.145251 0.583070 0.640118 0.321538 0.556849 0.659080 0.632719 0.051403 0.482831 0.338282 0.720339 0.507739 -0.267381 0.279744 0.849247
