uniprot_id,seq_features
O14939,-0.825724 -1.016728 -0.612284 0.738433 -0.571490 0.905379 -0.453740 -0.640863 0.927344 -0.856039 -0.643860 -1.016908 1.360692 -0.528501 -0.502926 -0.667076 -1.165198 -0.495049 -1.015548 0.728358 -0.593162 0.630970 -1.135316 0.661728 -0.558054 -0.604839 -1.302869 -1.056279 1.038831 -0.811816 -0.568010 1.297152 -0.639097 -0.552113 -0.997847 0.493502 0.658550 0.648350 -0.484869 0.650599 0.610016 -0.624578 0.410174 -1.361366 -1.064906 -0.607836 -0.769995 0.664127 -0.939589 -0.683116 -1.259356 0.778669 -1.286036 0.657712 0.452710 0.530817 -0.570705 -0.603936 -0.615394 0.686626 -1.158869 -0.626289 -1.392532 -0.724712
O14965,0.767963 0.377577 -1.541165 1.429023 2.238036 -1.032548 1.315107 -1.476717 -1.842802 0.800917 -1.383205 0.135392 -2.302360 -1.436041 -1.416859 -1.780108 1.795372 -1.482234 -0.349809 1.466830 -1.370563 1.162851 0.473707 1.601077 1.916538 -1.400778 0.705821 -0.401836 -1.615236 1.279142 -1.397680 -1.509882 -1.646966 -1.553423 -0.847099 -1.057801 1.587958 1.381223 -1.577058 1.512079 1.684486 -1.620850 -1.995252 0.122270 1.539754 -1.541370 -1.563238 1.477886 1.053770 -1.692141 -0.295311 1.874408 -0.165512 -2.377951 -2.173072 -2.095613 -1.356379 -1.610419 2.029769 1.360977 -0.148847 -1.528298 -0.062808 1.503080
O14976,-0.491915 -0.346434 0.171725 -0.141994 -0.434869 0.503466 -0.466689 0.169502 0.503975 -0.496793 0.177691 -0.407792 0.606522 0.188934 0.194675 0.176470 -0.411973 0.189496 -0.129073 -0.113837 0.168246 -0.129355 -0.475997 -0.151164 -0.442330 0.161669 -0.326696 -0.103807 0.592022 -0.467175 0.183279 0.622351 0.177869 0.197497 -0.114143 0.608186 -0.148377 -0.173184 0.224176 -0.159223 -0.143526 0.184116 0.459359 -0.459981 -0.371113 0.184807 0.166347 -0.135316 -0.465242 0.175940 -0.264445 -0.116826 -0.270849 0.524737 0.524093 0.610105 0.145478 0.158316 -0.478172 -0.132906 -0.389225 0.168656 -0.383326 -0.487466
O14980,0.902611 -3.238877 -4.686147 5.540989 3.040624 1.786815 1.559590 -5.289742 0.378667 0.398229 -4.963544 1.462835 -0.219660 -5.382085 -4.987584 -4.953442 -0.275020 -5.135398 -2.323307 4.924547 -5.291775 5.306997 1.279044 5.399162 -0.248235 -4.584048 -1.019113 -2.638406 0.607746 2.690671 -5.290186 0.390918 -5.038351 -5.088842 -4.144953 1.196065 4.956009 5.330820 -4.464829 5.482083 5.018856 -5.116079 -2.930721 -1.159430 -1.617451 -5.360449 -5.216261 4.578254 -2.241195 -4.822173 -3.458490 6.244742 -2.342909 -2.638646 -1.891087 -5.995782 -4.735323 -4.959364 4.745054 5.108337 -0.677722 -4.903936 -2.793684 1.680370
O15111,-0.251833 -0.513243 -0.565122 0.832852 -0.233607 0.324804 -0.297785 -0.523762 -0.678132 -0.671990 -0.532059 -0.700152 1.083113 -0.547292 -0.580443 -0.723900 -0.131963 -0.606602 -1.060864 0.486500 -0.625933 0.179817 -0.657256 0.849207 0.356719 -0.726488 -0.993603 -0.923617 0.094438 -0.062097 -0.642002 0.989631 -0.637052 -0.747549 -1.120488 0.352826 0.607582 0.632149 -0.483874 0.715900 0.711399 -0.757065 -0.418711 -0.471850 0.070572 -0.757101 -0.737233 0.854827 -0.819301 -0.720983 -0.363273 0.831542 -1.054325 -0.310422 -0.044962 0.257493 -0.630119 -0.721776 0.180089 0.596811 -0.406415 -0.576078 -0.936448 -1.090670
O15146,-0.520990 -0.295352 0.224145 -0.234541 -0.440683 0.378661 -0.497037 0.213117 0.530312 -0.454603 0.222562 -0.364266 0.442733 0.253613 0.252225 0.214886 -0.439466 0.257314 -0.016779 -0.193442 0.236160 -0.207100 -0.453297 -0.254574 -0.533591 0.243252 -0.258590 0.001701 0.545994 -0.534214 0.242885 0.442784 0.227524 0.277558 0.014995 0.437705 -0.221381 -0.255790 0.264607 -0.252366 -0.239743 0.245280 0.484023 -0.482584 -0.542211 0.255849 0.215139 -0.249682 -0.424742 0.227974 -0.293491 -0.201430 -0.303874 0.514797 0.445601 0.528795 0.204254 0.242711 -0.527600 -0.222367 -0.339373 0.218857 -0.357116 -0.429438
O15197,0.064272 0.338194 0.329187 -0.408059 -0.119371 -0.345455 -0.060719 0.354975 -0.097807 0.107309 0.349415 0.163709 -0.205478 0.347464 0.359445 0.349551 0.257462 0.410222 0.343980 -0.402098 0.359076 -0.498794 0.036487 -0.384208 -0.059032 0.325039 0.207901 0.364020 -0.084639 0.010039 0.363448 -0.234526 0.318147 0.339296 0.344668 -0.395660 -0.405142 -0.380878 0.354596 -0.377340 -0.407023 0.363614 0.116642 0.118741 0.323628 0.345576 0.324355 -0.381806 0.088871 0.322639 0.305965 -0.473427 0.196612 -0.019902 -0.042450 -0.039828 0.379506 0.363805 -0.163636 -0.425402 0.224059 0.367207 0.108177 0.136850
O15264,0.468598 0.429279 0.080194 0.082685 0.480618 0.477950 0.461320 0.017936 0.110104 0.364966 -0.026703 0.392071 -0.150970 -0.035768 -0.099089 -0.108581 0.887711 -0.128313 0.460228 0.136789 -0.054678 0.157344 0.331560 0.170522 0.521379 0.038056 0.535223 0.405806 -0.176464 0.855410 -0.130544 -0.379727 -0.019319 -0.147242 -0.021974 0.074367 0.079823 0.127951 -0.003095 0.154536 0.137901 -0.074117 -0.275667 0.473970 -0.024021 -0.077210 0.017968 0.032815 0.351306 -0.048321 0.115317 0.182402 0.547359 -0.398712 -0.104336 -0.664437 0.079006 -0.046587 0.452529 0.089045 0.576670 -0.013301 0.267255 0.479320
O15379,1.554599 0.492044 -0.801539 0.719311 1.109032 -1.742104 1.260056 -0.678222 -1.460039 1.278829 -0.711066 0.221511 -1.076354 -0.903226 -0.862645 -0.689602 0.820383 -0.728053 -0.354732 0.648183 -0.678215 0.633763 0.417870 0.751206 1.318909 -0.781528 0.736520 0.053913 -1.160643 1.347970 -0.767095 -0.913110 -0.608001 -0.944956 0.010484 -0.237762 0.781433 0.721785 -0.439837 0.812960 0.743915 -0.734101 -1.629534 0.570655 1.420834 -0.866170 -0.561497 0.829310 0.953503 -0.862388 0.996128 0.620078 0.247851 -1.542067 -1.372079 -1.480565 -0.821312 -0.627666 1.578919 0.699512 0.846228 -0.505240 0.794966 1.308611
O15393,-0.515981 -0.318828 0.287570 -0.292193 -0.494469 0.408556 -0.520664 0.278868 0.553179 -0.468503 0.282958 -0.398036 0.496587 0.308090 0.295235 0.292031 -0.471602 0.304009 -0.017820 -0.255308 0.286939 -0.265423 -0.474486 -0.316785 -0.563083 0.300416 -0.287806 0.002336 0.559724 -0.537713 0.298296 0.474405 0.287766 0.330866 -0.030180 0.496468 -0.287527 -0.315860 0.307814 -0.311982 -0.294901 0.300892 0.535831 -0.474181 -0.579937 0.321708 0.282094 -0.316048 -0.459564 0.289570 -0.303681 -0.284097 -0.300790 0.537030 0.544664 0.594527 0.272658 0.300931 -0.541544 -0.294568 -0.385538 0.285243 -0.348136 -0.492569
O15399,0.074257 0.343949 0.164110 -0.125405 0.004193 -0.112581 -0.078740 0.144296 0.054630 -0.031148 0.213584 0.191859 -0.051570 0.196759 0.204996 0.095519 0.209962 0.189787 0.228756 -0.148121 0.184798 -0.328206 0.098456 -0.144386 0.022773 0.141886 -0.047983 0.228930 0.100648 -0.070774 0.196096 -0.016033 0.151761 0.167410 0.210438 -0.336878 -0.133497 -0.158830 0.166852 -0.145143 -0.182617 0.143445 0.134460 0.009239 0.142394 0.128847 0.082087 -0.171742 0.182251 0.098014 0.035266 -0.153187 0.137726 0.061374 -0.119102 -0.006763 0.126027 0.160124 0.002083 -0.163930 0.135829 0.178934 0.162336 0.047388
O15439,-0.476056 -0.234495 0.257059 -0.254150 -0.434109 0.355261 -0.470110 0.255145 0.522780 -0.448365 0.258308 -0.285141 0.426497 0.288125 0.278006 0.257688 -0.398768 0.266521 0.036013 -0.232406 0.255672 -0.221912 -0.393876 -0.286649 -0.539638 0.272126 -0.189746 -0.003080 0.526971 -0.466454 0.282410 0.425985 0.271290 0.313921 0.020235 0.491070 -0.256796 -0.281749 0.275230 -0.282158 -0.267635 0.284206 0.490175 -0.373681 -0.491801 0.288041 0.253416 -0.281372 -0.381966 0.277072 -0.205684 -0.235826 -0.219446 0.534450 0.491924 0.521899 0.245567 0.278417 -0.457004 -0.252167 -0.285512 0.245865 -0.243867 -0.426413
O15530,0.069610 0.302021 0.142098 -0.087348 0.046458 0.238658 -0.112713 0.145838 0.169771 -0.149671 0.172623 -0.007063 0.220656 0.139488 0.123125 0.018463 0.360281 0.168495 0.369724 -0.073183 0.169309 -0.259714 -0.013196 -0.018956 0.029144 0.162562 0.067552 0.250702 0.139687 0.166207 0.136599 0.407064 0.076099 0.073122 0.144143 -0.078886 -0.079688 -0.092039 0.198941 -0.069457 -0.127411 0.063126 0.169002 0.070100 0.195264 0.096306 0.069426 -0.118629 -0.028370 0.107539 -0.052964 -0.065651 0.198202 -0.013385 0.088397 -0.067111 0.184175 0.107487 0.005346 -0.056555 0.109243 0.114055 -0.162095 -0.047434
O15554,0.151578 0.503358 0.315613 -0.346787 -0.061458 -0.324522 -0.021017 0.327877 0.053675 0.038792 0.337815 0.366179 -0.245562 0.323596 0.355726 0.311757 0.218656 0.339037 0.388233 -0.373624 0.318703 -0.358613 0.322635 -0.325002 -0.046031 0.315683 0.350861 0.329277 -0.088431 0.075589 0.367975 -0.161374 0.316495 0.346588 0.424534 -0.284313 -0.360712 -0.315192 0.281540 -0.364201 -0.354028 0.325696 0.134404 0.259543 0.349807 0.307283 0.292507 -0.352144 0.208276 0.332962 0.348163 -0.367691 0.396120 0.027830 0.015628 -0.016606 0.356035 0.322474 0.048561 -0.386899 0.279276 0.334213 0.364906 0.066291
O43283,-0.497198 -0.309645 0.276819 -0.289148 -0.477752 0.390791 -0.507712 0.273770 0.480134 -0.492855 0.263685 -0.365990 0.420348 0.298077 0.295718 0.265974 -0.443440 0.287726 0.003193 -0.258287 0.290061 -0.271053 -0.455459 -0.307797 -0.538944 0.292851 -0.232624 0.012412 0.503156 -0.516998 0.291861 0.435036 0.279629 0.318633 -0.006841 0.506353 -0.284254 -0.302651 0.319015 -0.305277 -0.296709 0.298107 0.485343 -0.458154 -0.505860 0.303019 0.276628 -0.289559 -0.424867 0.278701 -0.227122 -0.268238 -0.277694 0.511480 0.464559 0.503523 0.257395 0.295476 -0.521993 -0.286738 -0.342927 0.271104 -0.331690 -0.479246
O43293,-0.321863 -0.268766 0.009426 0.022544 -0.119874 0.263807 -0.289415 0.008227 0.192963 -0.373411 0.041921 -0.296255 0.413437 0.038201 0.004809 -0.059868 -0.130263 0.017326 -0.098062 0.026248 0.008011 -0.061867 -0.340259 0.033864 -0.180065 -0.021422 -0.246761 -0.173589 0.294579 -0.142768 0.033273 0.490094 -0.014527 0.019027 -0.339051 0.303059 0.027700 0.004763 0.060478 -0.008808 -0.011836 -0.014657 0.210040 -0.148239 -0.264695 -0.012295 -0.023924 -0.005565 -0.277475 -0.010728 -0.154420 0.014868 -0.312910 0.292348 0.232599 0.388049 -0.019075 -0.004013 -0.147708 0.033467 -0.308961 0.021235 -0.190865 -0.366221
O43353,0.307448 0.182688 -0.257913 0.235997 0.308309 -0.528388 0.362148 -0.214888 -0.393277 0.245104 -0.177226 0.043044 -0.355593 -0.240327 -0.176220 -0.217500 0.703826 -0.065939 0.048337 0.170091 -0.111012 0.117500 0.259225 0.244556 0.406211 -0.186718 0.478012 0.239187 -0.114641 0.371426 -0.142905 -0.116816 -0.231344 -0.206131 0.072685 -0.427001 0.260676 0.128359 -0.101994 0.219853 0.227152 -0.253139 -0.353188 -0.032081 0.688738 -0.181233 -0.175726 0.260333 0.294913 -0.288371 0.336059 0.327705 0.251225 -0.593223 -0.513257 -0.373370 -0.214207 -0.198988 0.479691 0.164977 0.158463 -0.154353 -0.099812 0.423567
O43451,-0.473625 -0.250548 0.270492 -0.290968 -0.452849 0.356278 -0.477628 0.265288 0.519551 -0.451512 0.264550 -0.335630 0.444383 0.293030 0.290546 0.274736 -0.411257 0.291297 0.028599 -0.247008 0.272206 -0.252002 -0.450885 -0.307679 -0.535782 0.286577 -0.203954 0.035854 0.529513 -0.488731 0.292421 0.403771 0.277913 0.322663 0.024121 0.453321 -0.280283 -0.299010 0.307147 -0.298633 -0.284641 0.299785 0.502559 -0.424551 -0.503951 0.304399 0.273135 -0.296611 -0.393989 0.281397 -0.216942 -0.267125 -0.231627 0.521387 0.485855 0.494287 0.250888 0.304103 -0.487018 -0.276388 -0.311488 0.274214 -0.274306 -0.449382
O43613,-0.519458 -0.267879 0.265886 -0.275097 -0.489083 0.344268 -0.500948 0.264183 0.502940 -0.469350 0.262513 -0.355355 0.437733 0.292611 0.285556 0.267443 -0.425730 0.285239 0.025057 -0.244672 0.272168 -0.246560 -0.463732 -0.297208 -0.559199 0.283751 -0.195393 0.025918 0.541221 -0.528799 0.285276 0.411955 0.271350 0.320893 0.014248 0.481276 -0.270982 -0.300091 0.295596 -0.294764 -0.279907 0.291643 0.512359 -0.423731 -0.506688 0.298504 0.263380 -0.283463 -0.436284 0.277303 -0.226789 -0.241756 -0.271798 0.533887 0.492439 0.539329 0.242543 0.289324 -0.501760 -0.275003 -0.349797 0.257784 -0.301705 -0.467894
O60218,-0.205290 0.028626 0.245642 -0.228049 -0.311541 0.221478 -0.259604 0.255016 0.300421 -0.252036 0.220734 -0.105978 0.060490 0.263188 0.235584 0.283643 -0.157775 0.218247 0.170257 -0.238952 0.240326 -0.171878 -0.130009 -0.265847 -0.326043 0.266344 0.116796 0.041754 0.300855 -0.270254 0.237761 0.149213 0.256190 0.256625 0.237309 0.326955 -0.240015 -0.254604 0.196311 -0.254012 -0.254539 0.258013 0.322480 -0.089693 -0.293795 0.254694 0.256794 -0.257897 -0.167622 0.299300 0.007410 -0.198426 -0.006658 0.299193 0.309061 0.270370 0.251487 0.224500 -0.240246 -0.212352 0.032629 0.222244 -0.000385 -0.165823
O60285,-0.213241 0.037707 0.231788 -0.260870 -0.269229 0.180038 -0.335073 0.235017 0.253739 -0.235912 0.233430 -0.161644 0.130737 0.237504 0.242858 0.214616 -0.085130 0.261593 0.116927 -0.231919 0.242468 -0.234041 -0.136919 -0.223784 -0.236940 0.249562 0.054033 0.208528 0.277135 -0.319496 0.245563 0.135754 0.234601 0.241705 0.179586 0.212362 -0.231936 -0.253308 0.282482 -0.270434 -0.234016 0.236657 0.256198 -0.211829 -0.131356 0.250933 0.243104 -0.240830 -0.152491 0.226299 -0.087226 -0.229280 0.020044 0.184249 0.183646 0.270962 0.189590 0.233424 -0.207655 -0.249102 -0.085529 0.228930 -0.065226 -0.217974
O60674,0.436341 0.615379 -0.902771 1.121454 0.866147 -0.662002 0.455555 -0.941004 -0.393148 -0.081987 -0.601041 0.206845 -0.477877 -0.726293 -0.465446 -1.099123 1.034460 -0.552796 -0.111962 0.918437 -0.641471 0.091868 -0.493006 0.995525 0.525485 -0.775273 0.323895 -0.162876 0.057281 0.065331 -0.616365 0.845563 -0.994033 -0.921685 0.004127 -1.689941 0.950842 0.809193 -0.755711 0.977415 0.957361 -0.982220 -0.761274 0.033381 1.663109 -0.934306 -1.295723 1.010394 0.367154 -1.057563 0.144855 1.327383 -0.406461 -0.876237 -1.531814 -0.356246 -0.774927 -1.048639 0.757100 1.044999 0.265074 -0.740470 -0.632980 1.224203
O75116,-0.183249 -0.038005 0.247814 -0.298632 -0.274767 0.062727 -0.324020 0.257651 0.160715 -0.255048 0.234128 -0.156110 0.025076 0.246517 0.247453 0.273557 -0.128881 0.264341 0.192177 -0.265035 0.257072 -0.283641 -0.169828 -0.290356 -0.302669 0.273539 0.057064 0.150002 0.169174 -0.270055 0.251378 0.096733 0.244223 0.255852 0.147548 0.204659 -0.288653 -0.285009 0.275459 -0.293323 -0.296207 0.259240 0.240766 -0.180521 -0.139222 0.266352 0.280142 -0.297582 -0.198439 0.264384 -0.042294 -0.290364 -0.023511 0.123824 0.194717 0.138212 0.241685 0.263502 -0.273205 -0.296548 -0.062706 0.264151 -0.093416 -0.180160
O75385,-0.054706 0.135005 0.270007 -0.300710 -0.273623 0.035566 -0.244585 0.277929 0.083231 -0.178852 0.269504 0.000710 0.051033 0.251676 0.251755 0.269797 -0.007521 0.280782 0.139762 -0.319709 0.284471 -0.324388 0.040554 -0.254644 -0.168277 0.270430 0.110958 0.249903 0.155965 -0.236773 0.259542 -0.034288 0.273030 0.251525 0.217874 0.093695 -0.298509 -0.281376 0.312950 -0.306739 -0.291102 0.260706 0.151158 -0.048221 -0.030815 0.273838 0.294187 -0.275544 -0.073120 0.259865 0.021918 -0.289561 0.082897 0.050413 0.121956 0.101626 0.213649 0.270170 -0.141447 -0.310242 0.072766 0.280240 0.065148 -0.172079
O75460,-0.303313 -0.211172 0.214142 -0.225215 -0.329016 0.152788 -0.320806 0.231410 0.215028 -0.377483 0.226817 -0.357237 0.362240 0.222092 0.207814 0.203041 -0.215884 0.228687 -0.027772 -0.203250 0.208865 -0.280655 -0.431834 -0.224978 -0.272663 0.205075 -0.249516 0.007651 0.331529 -0.328763 0.215084 0.410821 0.237305 0.205620 -0.068874 0.411407 -0.218425 -0.235568 0.258156 -0.224915 -0.228521 0.209252 0.291364 -0.272972 -0.353774 0.227747 0.225346 -0.221551 -0.230786 0.205808 -0.123551 -0.224260 -0.165839 0.289880 0.361077 0.387969 0.185289 0.226982 -0.312713 -0.220912 -0.197267 0.231874 -0.222618 -0.404128
O75469,-0.277949 -0.330087 -0.014846 -0.045777 -0.372850 0.007952 -0.278786 0.022114 0.050495 -0.308179 -0.009818 -0.626639 0.216457 -0.031918 -0.000570 0.005561 -0.407936 0.039585 -0.338746 -0.017306 0.040993 -0.079342 -0.452174 -0.027589 -0.260052 0.012611 -0.269930 -0.259770 0.100081 -0.280513 0.016282 0.199928 0.020524 -0.003666 -0.155511 0.311960 -0.068728 -0.052246 0.118830 -0.042884 -0.044131 0.042234 0.060726 -0.449367 -0.286265 0.006518 0.001897 -0.013508 -0.328204 -0.024916 -0.265342 -0.092588 -0.253974 0.091330 0.130355 0.247753 -0.047449 0.044674 -0.407533 -0.073816 -0.380099 0.041881 -0.378246 -0.318512
O75716,-0.316338 -0.089167 0.293540 -0.315640 -0.441515 0.252472 -0.431537 0.303517 0.376259 -0.358745 0.275338 -0.232522 0.291594 0.292786 0.298696 0.298839 -0.266942 0.307731 0.094874 -0.284092 0.293250 -0.288058 -0.298317 -0.307114 -0.362547 0.293822 -0.111785 0.123049 0.362003 -0.386357 0.297006 0.294880 0.285318 0.316469 0.079966 0.304215 -0.314585 -0.310393 0.324059 -0.329341 -0.300353 0.311688 0.399946 -0.296738 -0.251558 0.313786 0.284146 -0.306911 -0.310608 0.290300 -0.100575 -0.299626 -0.139769 0.366645 0.364124 0.372469 0.280922 0.302030 -0.396647 -0.319511 -0.192341 0.304839 -0.227378 -0.354764
O75751,-0.494916 -0.259580 0.259752 -0.269620 -0.463869 0.381431 -0.485462 0.258900 0.506832 -0.461354 0.260540 -0.341038 0.428598 0.291903 0.284709 0.261183 -0.428275 0.280741 0.010394 -0.233724 0.266578 -0.247160 -0.427367 -0.298335 -0.540813 0.275436 -0.234834 -0.000266 0.528821 -0.514220 0.284480 0.429608 0.268272 0.315056 0.001508 0.487288 -0.264565 -0.293495 0.289479 -0.289655 -0.274952 0.287750 0.516857 -0.434699 -0.517240 0.297634 0.259610 -0.285183 -0.414477 0.273673 -0.262679 -0.251248 -0.267088 0.515934 0.485192 0.547766 0.237177 0.279384 -0.512997 -0.260258 -0.341992 0.252782 -0.307738 -0.446584
O75874,0.673239 0.713995 0.237134 -0.194644 0.345241 -0.153146 0.389690 0.204111 -0.318051 0.614906 0.127636 0.378640 -0.829922 0.145199 0.097591 0.283837 0.473614 0.038494 0.587861 -0.144559 0.133456 -0.032909 0.640940 -0.207804 0.374499 0.209911 0.963110 0.313849 -0.615719 0.870312 0.087038 -0.849097 0.147124 0.079295 0.690445 -0.217964 -0.242790 -0.107944 0.070173 -0.098429 -0.141274 0.169163 -0.311353 0.799020 0.363573 0.123189 0.276624 -0.207825 0.608376 0.305985 0.611702 -0.179661 1.211315 -0.470409 -0.459159 -0.569168 0.275272 0.130234 0.449168 -0.199328 0.830414 0.227694 0.630022 0.806448
