TargetID,DrugID,uniprot_id,DrugBankID
T20251,D05PIZ,Q12809,DB01227
T20251,D05SBO,Q12809,DB12001
T20251,D05XGO,Q12809,DB06016
T20251,D06ABF,Q12809,DB00455
T20251,D06BCB,Q12809,DB12131
T20251,D06GKN,Q12809,DB00969
T20251,D06MAJ,Q12809,DB12523
T20251,D06MQM,Q12809,DB06708
T20251,D06PZN,Q12809,DB11675
T20251,D06ZUK,Q12809,DB00458
T20251,D07KSG,Q12809,DB00675
T20251,D07MVK,Q12809,DB01218
T20251,D08CDI,Q12809,DB01259
T20251,D08JZS,Q12809,DB06691
T20251,D08VXO,Q12809,DB00835
T20251,D08YIN,Q12809,DB06637
T20251,D09EGZ,Q12809,DB00608
T20251,D09GOS,Q12809,DB00257
T20251,D09HNR,Q12809,DB00976
T20251,D09KTS,Q12809,DB09053
T20251,D09MWJ,Q12809,DB00346
T20251,D09OJQ,Q12809,DB00333
T20251,D09QUQ,Q12809,DB01002
T20251,D09SGV,Q12809,DB09102
T20251,D0AO5H,Q12809,DB00440
T20251,D0AR3J,Q12809,DB01092
T20251,D0AV3G,Q12809,DB01184
T20251,D0B3UJ,Q12809,DB01267
T20251,D0B7NG,Q12809,DB01114
T20251,D0BD8D,Q12809,DB00604
T20251,D0BP9C,Q12809,DB06414
T20251,D0BZ7W,Q12809,DB01036
T20251,D0C3SW,Q12809,DB11560
T20251,D0CL9S,Q12809,DB01265
T20251,D0CS2F,Q12809,DB00836
T20251,D0D1AL,Q12809,DB00502
T20251,D0D7KC,Q12809,DB06274
T20251,D0D9FV,Q12809,DB01173
T20251,D0DK8V,Q12809,DB00341
T20251,D0DV3O,Q12809,DB00751
T20251,D0E1WI,Q12809,DB00813
T20251,D0E4DW,Q12809,DB00252
T20251,D0E6XR,Q12809,DB01254
T20251,D0E7PQ,Q12809,DB02546
T20251,D0F0YZ,Q12809,DB00312
T20251,D0G9YH,Q12809,DB00276
T20251,D0GQ7K,Q12809,DB00358
T20251,D0H0KB,Q12809,DB00740
T20251,D0H3HM,Q12809,DB01238
T20251,D0H7AV,Q12809,DB12712
T20251,D0H7KF,Q12809,DB01224
T20251,D0I0DL,Q12809,DB08954
T20251,D0I1FQ,Q12809,DB06817
T20251,D0J0BU,Q12809,DB12364
T20251,D0J2KV,Q12809,DB01182
T20251,D0JL2K,Q12809,DB00365
T20251,D0K3QS,Q12809,DB01590
T20251,D0K6GZ,Q12809,DB01208
T20251,D0K7WK,Q12809,DB00904
T20251,D0L0ZF,Q12809,DB12082
T20251,D0L4YD,Q12809,DB01591
T20251,D0L5WM,Q12809,DB01118
T20251,D0M4YC,Q12809,DB00280
T20251,D0N3VR,Q12809,DB00582
T20251,D0NJ3V,Q12809,DB01113
T20251,D0NR6S,Q12809,DB04835
T20251,D0NS6H,Q12809,DB00843
T20251,D0NW3X,Q12809,DB00204
T20251,D0O1WX,Q12809,DB00537
T20251,D0O3FG,Q12809,DB06700
T20251,D0O3OS,Q12809,DB06155
T20251,D0O8GK,Q12809,DB09330
T20251,D0OB1J,Q12809,DB00343
T20251,D0P9RF,Q12809,DB01162
T20251,D0R0FE,Q12809,DB00661
T20251,D0R0MW,Q12809,DB01268
T20251,D0R1JV,Q12809,DB00246
T20251,D0R1RS,Q12809,DB00328
T20251,D0S5CU,Q12809,DB00401
T20251,D0T6WN,Q12809,DB08864
T20251,D0T8GD,Q12809,DB00184
T20251,D0T8XB,Q12809,DB12417
T20251,D0TR5X,Q12809,DB00472
T20251,D0U0VU,Q12809,DB06207
T20251,D0U1OE,Q12809,DB00679
T20251,D0U2JP,Q12809,DB01261
T20251,D0U2OO,Q12809,DB00490
T20251,D0U3SY,Q12809,DB11363
T20251,D0U5FS,Q12809,DB04842
T20251,D0U5GB,Q12809,DB01601
T20251,D0U5SI,Q12809,DB01035
T20251,D0V8HJ,Q12809,DB12010
T20251,D0W9LX,Q12809,DB01136
T20251,D0WE3O,Q12809,DB00295
T20251,D0WO8W,Q12809,DB00961
T20251,D0WV3U,Q12809,DB00457
T20251,D0X0RI,Q12809,DB00379
T20251,D0X4RN,Q12809,DB00281
T20251,D0X5ZI,Q12809,DB06403
T20251,D0Y4JJ,Q12809,DB01244
T20251,D0Y4QG,Q12809,DB08903
T20251,D0Y5AM,Q12809,DB00496
T20251,D0Y5DO,Q12809,DB00215
T20251,D0Y5UG,Q12809,DB00321
T20251,D0Y7RW,Q12809,DB01174
T20251,D0Z1UA,Q12809,DB04861
T20251,D0Z1ZM,Q12809,DB01211
T20251,D00FHR,Q12809,DB11830
T20251,D00NZL,Q12809,DB11662
T20251,D01ZAQ,Q12809,DB12218
T20251,D02AYL,Q12809,DB05154
T20251,D03KKR,Q12809,DB08162
T20251,D03QIE,Q12809,DB04889
T20251,D05LPW,Q12809,DB12625
T20251,D07HZG,Q12809,DB08382
T20251,D08HOM,Q12809,DB11694
T20251,D0A7ZK,Q12809,DB11951
T20251,D0G6QV,Q12809,DB12073
T20251,D0M3XR,Q12809,DB11992
T20251,D0M7CB,Q12809,DB13029
T20251,D0M8FD,Q12809,DB11841
T20251,D0W8XT,Q12809,DB01388
T20251,D0XT6W,Q12809,DB05015
T20251,D06BPG,Q12809,DB04821
T20251,D08SOF,Q12809,DB00342
T20251,D0AQ3H,Q12809,DB11871
T20251,D0B4TT,Q12809,DB12806
T20251,D0OS6O,Q12809,DB06144
T20251,D0Y2HR,Q12809,DB00637
T20251,D0G4SU,Q12809,DB06200
T20251,D0L1UK,Q12809,DB04707
T76059,D06OMK,P62942,DB00864
T76059,D0G7UX,P62942,DB00091
T00663,D03LWG,P53779,DB11886
T38996,D01XBA,Q13393,DB00481
T26463,D02DLW,P09884,DB04540
T99089,D05ROI,P15056,DB08912
T99089,D07POC,P15056,DB00530
T99089,D09GDD,P15056,DB08896
T99089,D09XZB,P15056,DB00317
T99089,D0AZ3C,P15056,DB00619
T99089,D0J9ZR,P15056,DB06803
T99089,D0K8KX,P15056,DB04216
T99089,D0TK7R,P15056,DB11718
T99089,D0W5HK,P15056,DB00398
T99089,D0Y9EW,P15056,DB08881
T99089,D03LWG,P15056,DB11886
T99089,D0A1CM,P15056,DB08846
T23276,D0W5HK,P27361,DB00398
T23276,D05ADP,P27361,DB06195
T23276,D0LF1U,P27361,DB03496
T81503,D0Q0PR,P0AES6,DB01051
T81503,D0C9BH,P0AES6,DB03966
T33492,D04NDM,Q9NUW8,DB01421
T33492,D05JNI,Q9NUW8,DB00452
T33492,D07JZF,Q9NUW8,DB00955
T72881,D00QET,Q16873,DB00471
T30081,D01XYJ,P04183,DB00495
T30081,D03TGJ,P04183,DB11998
T30081,D07XSN,P04183,DB00987
T30081,D0Z8EX,P04183,DB00649
T30081,D0M4MA,P04183,DB12028
T84631,D05EAM,P00742,DB00738
T84631,D05PHH,P00742,DB12831
T84631,D07XHO,P00742,DB12598
T84631,D0I0RJ,P00742,DB00594
T84631,D0I5HF,P00742,DB06605
T84631,D0J0BU,P00742,DB12364
T84631,D0KG3R,P00742,DB06228
T84631,D0D5RH,P00742,DB11984
T84631,D0E2MJ,P00742,DB06635
T79591,D0L5WM,P10827,DB01118
T79591,D0S6JG,P10827,DB00279
T79591,D0Z4EI,P10827,DB00834
T79591,D03MYO,P10827,DB12914
T79591,D0J6XC,P10827,DB03604
T58741,D08HQK,Q9UQD0,DB09085
T16633,D0TV0C,P30872,DB06663
T98933,D0L5WM,P10828,DB01118
T98933,D0S6JG,P10828,DB00279
T98933,D0Z4EI,P10828,DB00834
T98933,D03MYO,P10828,DB12914
T98933,D0J6XC,P10828,DB03604
T39996,D0V0LB,Q9H9B1,DB00847
T39996,D0X5SD,Q9H9B1,DB00822
T39996,D0B1FE,Q9H9B1,DB12610
T39996,D00FLT,Q9H9B1,DB01910
T82739,D05PHH,P03952,DB12831
T82739,D0I0RJ,P03952,DB00594
T82739,D0D5RH,P03952,DB11984
T45593,D07SDQ,P10636,DB11672
T45593,D05CCT,P10636,DB08167
T21782,D06RGG,P12004,DB00451
T21782,D0S6JG,P12004,DB00279
T21782,D0J6XC,P12004,DB03604
T21782,D0WM6E,P12004,DB12629
T76369,D0E6YQ,P23141,DB00382
T76369,D0NS6H,P23141,DB00843
T76369,D0Y3KG,P23141,DB00313
T31391,D02EYG,P27487,DB08882
T31391,D07MGA,P27487,DB01094
T31391,D0D7LA,P27487,DB00331
T31391,D0K8KX,P27487,DB04216
T31391,D0K9MY,P27487,DB06335
T31391,D0L3DK,P27487,DB04876
T31391,D0N5HJ,P27487,DB09477
T31391,D0NJ5H,P27487,DB06203
T31391,D0RA5Q,P27487,DB03424
T31391,D0T8XB,P27487,DB12417
T31391,D0U2JP,P27487,DB01261
T31391,D04XIO,P27487,DB11723
T31391,D05LPW,P27487,DB12625
T31391,D07EPV,P27487,DB11950
T31391,D07HZG,P27487,DB08382
T31391,D0L4FS,P27487,DB01645
T31391,D0M3XR,P27487,DB11992
T31391,D0R9YR,P27487,DB12480
T31391,D0U3EP,P27487,DB02709
T31391,D09ALJ,P27487,DB01698
T03634,D07SDQ,Q92793,DB11672
T66237,D08FJL,P30518,DB01282
T66237,D09GOS,P30518,DB00257
T66237,D0K8KX,P30518,DB04216
T66237,D0VU2X,P30518,DB00872
T33124,D07ACT,P14920,DB01212
T33124,D07MOX,P14920,DB00368
T33124,D0N0ES,P14920,DB00627
T33124,D0X9RY,P14920,DB03793
T70490,D05UFG,P53634,DB08916
T70490,D0O8GK,P53634,DB09330
T70490,D0J6AU,P53634,DB06670
T70490,D0YB3W,P53634,DB05424
T73694,D09KTS,Q13882,DB09053
T73694,D0E6XR,Q13882,DB01254
T73694,D0O0LS,Q13882,DB11986
T25847,D0G7UX,P23284,DB00091
T13057,D03SRY,Q06124,DB01196
T13057,D08QMX,Q06124,DB00783
T39716,D00STL,Q14524,DB04868
T39716,D01AXB,Q14524,DB00476
T39716,D01AZG,Q14524,DB00734
T39716,D01FGR,Q14524,DB01075
T39716,D01UTL,Q14524,DB01151
T39716,D03DAP,Q14524,DB01195
T39716,D03FLC,Q14524,DB00555
T39716,D03IGH,Q14524,DB01264
T39716,D03QWT,Q14524,DB06211
T39716,D04FVU,Q14524,DB00377
T39716,D04JEE,Q14524,DB00571
T39716,D05MQK,Q14524,DB00820
T39716,D05OFX,Q14524,DB06218
T39716,D08CDI,Q14524,DB01259
T39716,D08HQK,Q14524,DB09085
T39716,D09MWJ,Q14524,DB00346
T39716,D0B3UJ,Q14524,DB01267
T39716,D0BP9C,Q14524,DB06414
T39716,D0BZ7W,Q14524,DB01036
T39716,D0CL9S,Q14524,DB01265
T39716,D0CS2F,Q14524,DB00836
T39716,D0D7KC,Q14524,DB06274
T39716,D0E4DW,Q14524,DB00252
T39716,D0E6XR,Q14524,DB01254
T39716,D0H7KF,Q14524,DB01224
T39716,D0I1FQ,Q14524,DB06817
T39716,D0J2KV,Q14524,DB01182
T39716,D0K3QS,Q14524,DB01590
T39716,D0L4YD,Q14524,DB01591
T39716,D0NR6S,Q14524,DB04835
T39716,D0NW3X,Q14524,DB00204
T39716,D0O3FG,Q14524,DB06700
T39716,D0R0FE,Q14524,DB00661
T39716,D0R0MW,Q14524,DB01268
T39716,D0U0VU,Q14524,DB06207
T39716,D0U1OE,Q14524,DB00679
T39716,D0U2JP,Q14524,DB01261
T39716,D0X0RI,Q14524,DB00379
T39716,D0X4RN,Q14524,DB00281
T39716,D0X5ZI,Q14524,DB06403
T39716,D0Y4JJ,Q14524,DB01244
T39716,D0Y5AM,Q14524,DB00496
T39716,D0Y5UG,Q14524,DB00321
T39716,D0Z1UA,Q14524,DB04861
T39716,D0M3XR,Q14524,DB11992
T39716,D0W8XT,Q14524,DB01388
T39716,D08SOF,Q14524,DB00342
T05090,D07POC,O15379,DB00530
T05090,D08CDI,O15379,DB01259
T05090,D0E3SH,O15379,DB06603
T05090,D0E7PQ,O15379,DB02546
T05090,D0Y3KG,O15379,DB00313
T05090,D00FHR,O15379,DB11830
T05090,D05KED,O15379,DB12376
T05090,D0B7CH,O15379,DB06819
T05090,D0E6UZ,O15379,DB11891
T05090,D0GH3Q,O15379,DB12645
T05090,D0L2UQ,O15379,DB05223
T05090,D0M8FD,O15379,DB11841
T05090,D0V0SL,O15379,DB12565
T05090,D0XT6W,O15379,DB05015
T05090,D0Z4RC,O15379,DB12174
T69563,D07GRH,O75874,DB01188
T69563,D0K7FT,O75874,DB13874
T75888,D00SBN,Q92523,DB01074
T75888,D0L5WM,Q92523,DB01118
T75888,D0Q4YI,Q92523,DB09069
T03403,D03RTS,P23219,DB00482
T03403,D03RTS,P35354,DB00482
T03403,D0GY5Z,P23219,DB00945
T03403,D0GY5Z,P35354,DB00945
T03403,D0R1RS,P23219,DB00328
T03403,D0R1RS,P35354,DB00328
T03403,D0N1SU,P23219,DB04725
T03403,D0N1SU,P35354,DB04725
T35465,D02LWU,P41440,DB06813
T35465,D0SV8E,P41440,DB00563
T46828,D01AZG,P21918,DB00734
T46828,D01FFA,P21918,DB12093
T46828,D01ZII,P21918,DB00477
T46828,D03KQF,P21918,DB00934
T46828,D05XGO,P21918,DB06016
T46828,D0D1AL,P21918,DB00502
T46828,D0G8NN,P21918,DB00413
T46828,D0H3HM,P21918,DB01238
T46828,D0H7KF,P21918,DB01224
T46828,D0P5SA,P21918,DB00623
T46828,D0R9EQ,P21918,DB00268
T46828,D0T7OW,P21918,DB00988
T46828,D0Y5UG,P21918,DB00321
T46828,D0Y6HW,P21918,DB12273
T46828,D0M7LV,P21918,DB04829
T95913,D09XZB,P48736,DB00317
T95913,D0B3HD,P48736,DB00201
T95913,D0E3SH,P48736,DB06603
T95913,D0E6XR,P48736,DB01254
T95913,D0F8RA,P48736,DB00277
T95913,D0J5VR,P48736,DB09054
T95913,D0K8KX,P48736,DB04216
T95913,D0R0MW,P48736,DB01268
T95913,D0RU0O,P48736,DB11952
T95913,D0W5HK,P48736,DB00398
T95913,D0E6UZ,P48736,DB11891
T95913,D0UP1Z,P48736,DB12108
T95913,D0VG0D,P48736,DB11651
T95913,D0W7HE,P48736,DB12015
T95913,D0P1JI,P48736,DB08059
T16016,D0I1FQ,P32246,DB06817
T16016,D0O2XQ,P32246,DB05501
T58589,D0X0BI,P46663,DB12126
T48195,D06YPU,P25024,DB09213
T48195,D06YPU,P25025,DB09213
T40332,D0K8KX,P08246,DB04216
T40332,D0SH3I,P08246,DB00188
T40332,D0V3YT,P08246,DB08873
T40332,D0X7JN,P08246,DB00766
T40332,D0X9CH,P08246,DB05521
T40332,D0U7OU,P08246,DB07715
T16691,D00KHM,P50406,DB01100
T16691,D01AZG,P50406,DB00734
T16691,D01XBA,P50406,DB00481
T16691,D01ZII,P50406,DB00477
T16691,D04JEE,P50406,DB00571
T16691,D04VFJ,P50406,DB00539
T16691,D04WFD,P50406,DB00540
T16691,D06YFA,P50406,DB01200
T16691,D07KSG,P50406,DB00675
T16691,D08VRO,P50406,DB12465
T16691,D0D1AL,P50406,DB00502
T16691,D0G8NN,P50406,DB00413
T16691,D0H3HM,P50406,DB01238
T16691,D0H7KF,P50406,DB01224
T16691,D0I8LU,P50406,DB01624
T16691,D0MA9N,P50406,DB00250
T16691,D0P5SA,P50406,DB00623
T16691,D0R1JV,P50406,DB00246
T16691,D0R6RO,P50406,DB06148
T16691,D0U5FS,P50406,DB04842
T16691,D0U5OE,P50406,DB00408
T16691,D0W5HK,P50406,DB00398
T16691,D0ZS8P,P50406,DB01242
T16691,D09IRN,P50406,DB11957
T16691,D0V4ZQ,P50406,DB12229
T16691,D0M7LV,P50406,DB04829
T16691,D0OS6O,P50406,DB06144
T16691,D0J6JT,P50406,DB12110
T62974,D02XIY,P31391,DB00104
T62974,D0TV0C,P31391,DB06663
T62974,D0Y2HR,P31391,DB00637
T75570,D0E6XR,P07947,DB01254
T75570,D0OB0F,P07947,DB06616
T75570,D03LWG,P07947,DB11886
T75570,D0E0NM,P07947,DB13005
T75570,D0M0XB,P07947,DB11805
T77546,D05EAM,P19801,DB00738
T77546,D0V0NL,P19801,DB05383
T42446,D01AJY,Q9UBS5,DB00181
T42446,D01AJY,O75899,DB00181
T86385,D00UVA,P08311,DB08889
T86385,D0SH3I,P08311,DB00188
T09185,D00STL,Q08345,DB04868
T09185,D0AZ3C,Q08345,DB00619
T09185,D0E6XR,Q08345,DB01254
T84703,D03ZBT,Q16620,DB08865
T84703,D04LVK,Q16620,DB09063
T84703,D0AF6O,Q16620,DB12130
T84703,D0OB0F,Q16620,DB06616
T84703,D03LWG,Q16620,DB11886
T84703,D0O0LS,Q16620,DB11986
T74307,D09KTS,P51451,DB09053
T74307,D0YB3W,P51451,DB05424
T18477,D0E7PQ,P07900,DB02546
T18477,D01FYA,P07900,DB12638
T18477,D07TYL,P07900,DB00152
T18477,D0ZA6G,P07900,DB03758
T89988,D0L5RW,P41597,DB06809
T89988,D03KKR,P41597,DB08162
T89988,D0O2XQ,P41597,DB05501
T58449,D03ZBT,P50613,DB08865
T58449,D05SBO,P50613,DB12001
T58449,D00UZR,P50613,DB09073
T58449,D05ADP,P50613,DB06195
T58449,D0LF1U,P50613,DB03496
T25956,D07SDQ,Q09472,DB11672
T63414,D0H2UB,Q99572,DB04786
T39321,D04XGT,P04406,DB11989
T39321,D05EAM,P04406,DB00738
T39321,D06IAR,P04406,DB00640
T39321,D03ZMQ,P04406,DB04665
T77400,D05GJW,O00408,DB00242
T77400,D05MQK,O00408,DB00820
T77400,D0E0SW,O00408,DB04880
T77400,D0F8RA,O00408,DB00277
T77400,D0F9GE,O00408,DB00975
T77400,D0NJ3V,O00408,DB01113
T77400,D0R5RR,O00408,DB00631
T77400,D0Y9ZE,O00408,DB00235
T77400,D0T5PO,O00408,DB01954
T77400,D02EMR,O00408,DB03849
T77400,D0R6MT,O00408,DB07954
T40016,D04DJN,P04150,DB02901
T40016,D07BSQ,P04150,DB00396
T40016,D0D1SG,P04150,DB00860
T40016,D0EP0C,P04150,DB00421
T40016,D0G3SH,P04150,DB01586
T40016,D0IT2G,P04150,DB01234
T40016,D0Q4SD,P04150,DB00700
T40016,D0V9BD,P04150,DB01128
T40016,D0Y7IU,P04150,DB01222
T40016,D0Y7JU,P04150,DB08906
T40016,D0Z4EI,P04150,DB00834
T40016,D07MON,P04150,DB12637
T72702,D01FFA,P13726,DB12093
T72702,D0Y3KG,P13726,DB00313
T72702,D07SDQ,P13726,DB11672
T72702,D0M8FD,P13726,DB11841
T40103,D0J6AU,P09668,DB06670
T78709,D01AZG,P08908,DB00734
T78709,D01FFA,P08908,DB12093
T78709,D01ZII,P08908,DB00477
T78709,D03SKR,P08908,DB00575
T78709,D04JCN,P08908,DB01186
T78709,D04JEE,P08908,DB00571
T78709,D05MBZ,P08908,DB00706
T78709,D05XGO,P08908,DB06016
T78709,D05ZIK,P08908,DB00370
T78709,D06FPQ,P08908,DB00998
T78709,D06OSM,P08908,DB12833
T78709,D06YFA,P08908,DB01200
T78709,D09IOI,P08908,DB00543
T78709,D0B3UJ,P08908,DB01267
T78709,D0D1AL,P08908,DB00502
T78709,D0F2PO,P08908,DB00960
T78709,D0G8NN,P08908,DB00413
T78709,D0H3HM,P08908,DB01238
T78709,D0H6QU,P08908,DB00714
T78709,D0H7KF,P08908,DB01224
T78709,D0K0KH,P08908,DB11699
T78709,D0K0MW,P08908,DB04948
T78709,D0K0VO,P08908,DB12661
T78709,D0K8KX,P08908,DB04216
T78709,D0NG7O,P08908,DB00315
T78709,D0P0OU,P08908,DB09128
T78709,D0R1JV,P08908,DB00246
T78709,D0R6RO,P08908,DB06148
T78709,D0R9EQ,P08908,DB00268
T78709,D0S9CB,P08908,DB04908
T78709,D0S9MU,P08908,DB00953
T78709,D0T3KI,P08908,DB00952
T78709,D0T6QX,P08908,DB09225
T78709,D0U2OO,P08908,DB00490
T78709,D0UA0I,P08908,DB13520
T78709,D0W5HK,P08908,DB00398
T78709,D0WV3U,P08908,DB00457
T78709,D0X6BV,P08908,DB06684
T78709,D0X7KB,P08908,DB00589
T78709,D0Z6UC,P08908,DB00669
T78709,D09IRN,P08908,DB11957
T78709,D01DAW,P08908,DB04888
T78709,D01VAB,P08908,DB00866
T78709,D0M7LV,P08908,DB04829
T78709,D0OS6O,P08908,DB06144
T78709,D0R5GS,P08908,DB12184
T78709,D03DLZ,P08908,DB01488
T78709,D06QKW,P08908,DB09202
T78709,D09BNS,P08908,DB02959
T12499,D00STL,P06239,DB04868
T12499,D03ZBT,P06239,DB08865
T12499,D04LVK,P06239,DB09063
T12499,D06XXH,P06239,DB11963
T12499,D09KTS,P06239,DB09053
T12499,D0AZ3C,P06239,DB00619
T12499,D0E6XR,P06239,DB01254
T12499,D0EG1I,P06239,DB08895
T12499,D0K8KX,P06239,DB04216
T12499,D0OB0F,P06239,DB06616
T12499,D0R0MW,P06239,DB01268
T12499,D0W5HK,P06239,DB00398
T12499,D03LWG,P06239,DB11886
T12499,D08HOM,P06239,DB11694
T12499,D0LF1U,P06239,DB03496
T12499,D0M0XB,P06239,DB11805
T12499,D0O0LS,P06239,DB11986
T12499,D0U3EP,P06239,DB02709
T12499,D0Z4RC,P06239,DB12174
T12499,D0U7OU,P06239,DB07715
T12499,D03NPX,P06239,DB02567
T12499,D0O0VZ,P06239,DB08399
T07663,D05MQK,O76074,DB00820
T07663,D0F9GE,O76074,DB00975
T07663,D0NJ3V,O76074,DB01113
T07663,D0Y5JC,O76074,DB06237
T07663,D0Y9ZE,O76074,DB00235
T07663,D03QJL,O76074,DB05266
T07663,D0T5PO,O76074,DB01954
T07663,D02EMR,O76074,DB03849
T07663,D0R6MT,O76074,DB07954
T61657,D0BM5G,P10826,DB00799
T61657,D0G3PI,P10826,DB00523
T61657,D0JC9N,P10826,DB00210
T61657,D0N0RU,P10826,DB00307
T12241,D08HZC,P32929,DB00859
T57278,D03ZBT,P29317,DB08865
T57278,D09KTS,P29317,DB09053
T57278,D0E6XR,P29317,DB01254
T84117,D01AZG,P28566,DB00734
T84117,D0G8NN,P28566,DB00413
T84117,D0H3HM,P28566,DB01238
T84117,D0H7KF,P28566,DB01224
T84117,D0Z6UC,P28566,DB00669
T84117,D0M7LV,P28566,DB04829
T65019,D0Q8CS,P50281,DB01133
T65019,D0VM2L,P50281,DB00399
T65019,D0P8YC,P50281,DB03880
T39919,D00BCP,O15439,DB00672
T39919,D00DKK,O15439,DB00982
T39919,D00FGO,O15439,DB01042
T39919,D00IBN,O15439,DB00554
T39919,D00JAU,O15439,DB01029
T39919,D00KVO,O15439,DB00518
T39919,D00MIN,O15439,DB00550
T39919,D00NKB,O15439,DB00384
T39919,D00USF,O15439,DB00656
T39919,D00WAM,O15439,DB00774
T39919,D00WUF,O15439,DB00230
T39919,D00YZA,O15439,DB04572
T39919,D01AJY,O15439,DB00181
T39919,D01AZG,O15439,DB00734
T39919,D01DBQ,O15439,DB00444
T39919,D01GBY,O15439,DB00967
T39919,D01MDT,O15439,DB00697
T39919,D01MUR,O15439,DB01194
T39919,D01OXI,O15439,DB00262
T39919,D01STB,O15439,DB00178
T39919,D01UTL,O15439,DB01151
T39919,D01UXC,O15439,DB00335
T39919,D01XNB,O15439,DB00338
T39919,D01XYJ,O15439,DB00495
T39919,D01ZII,O15439,DB00477
T39919,D01ZSO,O15439,DB01171
T39919,D02DPA,O15439,DB00501
T39919,D02FEM,O15439,DB00826
T39919,D02HED,O15439,DB00850
T39919,D02LCR,O15439,DB13025
T39919,D02STN,O15439,DB05812
T39919,D02TLO,O15439,DB01181
T39919,D02YIZ,O15439,DB00199
T39919,D03CQE,O15439,DB01044
T39919,D03DDR,O15439,DB00468
T39919,D03ELL,O15439,DB06288
T39919,D03HJK,O15439,DB00207
T39919,D03JSJ,O15439,DB00410
T39919,D03KQF,O15439,DB00934
T39919,D03NHW,O15439,DB01165
T39919,D03QWT,O15439,DB06211
T39919,D03RTS,O15439,DB00482
T39919,D03TVW,O15439,DB01423
T39919,D03TYI,O15439,DB01223
T39919,D03VPC,O15439,DB01166
T39919,D03XOC,O15439,DB01108
T39919,D03YLZ,O15439,DB08621
T39919,D04AAW,O15439,DB00369
T39919,D04EGX,O15439,DB00248
T39919,D04FBR,O15439,DB00688
T39919,D04ITO,O15439,DB01220
T39919,D04JCN,O15439,DB01186
T39919,D04JEE,O15439,DB00571
T39919,D04JPJ,O15439,DB01206
T39919,D04MSM,O15439,DB00564
T39919,D04NXQ,O15439,DB00487
T39919,D04OSE,O15439,DB01115
T39919,D04VMT,O15439,DB00489
T39919,D04WFD,O15439,DB00540
T39919,D04XGT,O15439,DB11989
T39919,D04YMH,O15439,DB01283
T39919,D04ZTY,O15439,DB04878
T39919,D05AFX,O15439,DB12293
T39919,D05DVP,O15439,DB00549
T39919,D05EAM,O15439,DB00738
T39919,D05FTJ,O15439,DB00784
T39919,D05GJW,O15439,DB00242
T39919,D05HPI,O15439,DB00080
T39919,D05HSC,O15439,DB01199
T39919,D05LEO,O15439,DB00544
T39919,D05LKP,O15439,DB00359
T39919,D05LYX,O15439,DB01016
T39919,D05MQK,O15439,DB00820
T39919,D05OFX,O15439,DB06218
T39919,D05QDC,O15439,DB00459
T39919,D05UVD,O15439,DB00373
T39919,D05VIX,O15439,DB01241
T39919,D05VLS,O15439,DB00533
T39919,D05ZGQ,O15439,DB09555
T39919,D05ZIK,O15439,DB00370
T39919,D06ABF,O15439,DB00455
T39919,D06BEP,O15439,DB00475
T39919,D06CTE,O15439,DB00724
T39919,D06GAM,O15439,DB04576
T39919,D06GDY,O15439,DB00715
T39919,D06HBQ,O15439,DB01251
T39919,D06JPB,O15439,DB00153
T39919,D06NXY,O15439,DB00977
T39919,D06OIV,O15439,DB01124
T39919,D06OMK,O15439,DB00864
T39919,D06OVY,O15439,DB00671
T39919,D06PSS,O15439,DB00731
T39919,D06TNL,O15439,DB00903
T39919,D06UDG,O15439,DB00177
T39919,D06WTZ,O15439,DB00227
T39919,D06XAE,O15439,DB06751
T39919,D06XMU,O15439,DB00624
T39919,D06YYD,O15439,DB05351
T39919,D06ZII,O15439,DB00402
T39919,D06ZUK,O15439,DB00458
T39919,D07ABV,O15439,DB01263
T39919,D07BCT,O15439,DB00684
T39919,D07CWD,O15439,DB01005
T39919,D07GRH,O15439,DB01188
T39919,D07HGR,O15439,DB00722
T39919,D07HVY,O15439,DB00625
T39919,D07IEF,O15439,DB09020
T39919,D07IPB,O15439,DB00385
T39919,D07JGT,O15439,DB00779
T39919,D07JVL,O15439,DB00829
T39919,D07KSG,O15439,DB00675
T39919,D07QCE,O15439,DB00993
T39919,D07SUG,O15439,DB01008
T39919,D07TQV,O15439,DB00709
T39919,D07UYO,O15439,DB00601
T39919,D07VDZ,O15439,DB00273
T39919,D07VLY,O15439,DB00997
T39919,D07WEP,O15439,DB01119
T39919,D07XGR,O15439,DB01039
T39919,D07XSN,O15439,DB00987
T39919,D08HVR,O15439,DB01235
T39919,D08IWD,O15439,DB01216
T39919,D08JIV,O15439,DB00381
T39919,D08PIQ,O15439,DB00959
T39919,D08QIP,O15439,DB01411
T39919,D08QMX,O15439,DB00783
T39919,D08ROP,O15439,DB01097
T39919,D08USJ,O15439,DB01400
T39919,D08VRO,O15439,DB12465
T39919,D08VXL,O15439,DB09282
T39919,D08VYV,O15439,DB01233
T39919,D08ZEB,O15439,DB00356
T39919,D09CZA,O15439,DB00287
T39919,D09DWL,O15439,DB00962
T39919,D09EGZ,O15439,DB00608
T39919,D09HNR,O15439,DB00976
T39919,D09HVL,O15439,DB00006
T39919,D09IOI,O15439,DB00543
T39919,D09IPV,O15439,DB01406
T39919,D09JUG,O15439,DB00744
T39919,D09LNI,O15439,DB00196
T39919,D09LWS,O15439,DB00973
T39919,D09MGR,O15439,DB01628
T39919,D09NIA,O15439,DB00310
T39919,D09QEI,O15439,DB00806
