db_id,seq_features
DB00015,"0.08426405460701686,0.63642452160644,1.3614282983784647,0.8750186198830131,1.5296829028761594,0.21963455616471686,0.10629939978670148,-0.504832424701103,-0.1041070239516264,0.45614504902414793,0.2501968677245115,-0.20006871117928668,-0.42193762220758574,1.6621687662663795,0.3345799576561614,-0.12077803833217321,0.35353008625997395,-2.463100004926997,-0.1813444614697297,-0.049893306742498124,-0.24184353220692914,-0.4843025529384125,0.5658329328484145,-1.3510553851199396,0.043872364357855,0.3339871488266411,0.4029438958701911,0.28421700012963386,0.21016548822094536,1.2168553860137494,0.24828137932965502,0.17033235356835755,0.5916407757093404,-0.010432322571031102,-0.04571016441376723,-0.32158817690682623,0.3726808757587847,-0.19096141317759305,-2.04513683728742,-0.19024321503114325,0.29954167199379417,-0.09443659826957665,-0.2605827923132131,-0.5552898016002643,0.27791022348784894,1.478688819163843,0.5068004501006906,0.6430889771096306,-3.0940220235980984,0.07835713809785214,-0.8387328026085991,0.6589757166858535,0.22026582841058506,0.8056365475315868,0.421339347527408,0.5639099323505192,0.1144210445594276,-1.8115986307969472,0.14113946526803337,0.11802335866215162,-1.9439801215234436,-0.4933870558184631,0.24897672807072613,0.2665715939070733"
DB00016,"0.5915003327318393,-0.48812850313825723,-0.4903637626754593,-0.46964015194309133,0.22809954522314183,-0.4858448085097289,0.6431126969283121,-0.10759129847940048,-0.6298425599799381,0.6864608418750389,0.6009326968825691,0.5002635039582054,0.7009990678152438,0.3506864465032864,0.5221352352354506,0.4236024218137549,-0.5012686682693064,-0.8889223077959677,0.7706071298570916,-0.46933432501518707,-0.8525436701115472,0.6791271737051158,-0.5905492666835304,0.5288572241584856,0.615119380723178,0.6901869896206291,0.5470953901679031,0.7046825193996071,0.5993406850903737,-0.4764051704300418,-0.41370694081104137,0.5578445626534563,-0.526797521922068,-0.8676324399358419,0.6312538245705737,0.47158596502359224,-0.6101577832158406,0.6917565451613873,-0.3258994472539054,0.6320342027587017,0.6551490730803534,-0.5706222947006047,0.6701568165108718,0.7246607921053267,0.6964127165020603,-0.3590242114215025,0.6288352377511909,0.6184232423314666,-0.3138803558152134,-0.3452903415135045,-0.4391641629533952,-0.47760784397611333,0.7466707576745882,-0.9891453827523562,-0.304864436747162,-0.46184585616052753,0.6254556515039094,-0.5743434914942819,0.4792720611591438,-0.4951876474732436,0.13455670801859546,-0.6563972197666393,0.6034920212857923,-0.3386103514930876"
DB00018,"-0.06992840157585734,1.536876597937457,-0.19098525890676823,-0.5150518540144369,-0.775696728660344,0.2714923125456195,0.00612111981072077,-2.2935701663413885,-2.0543210595073185,0.2990181124370812,-0.10492883752306008,-0.1824336418581075,-0.31709011621550404,-1.3863159569788266,0.1959988774178235,-0.1086213000177332,0.3544686681219049,-0.5164488308842043,0.11568954708469614,0.14127588659034176,0.1616505081533997,-0.3196621349422869,-0.3503484641379757,-1.2951381675193103,-0.042522729394486654,0.18206185462738547,0.20403016139454955,0.2096434443439354,-0.16042618308802317,1.5022894234754602,0.22340735210384163,0.06221771428304152,-0.04373569518119528,-0.2694874379913207,-0.20077564639570322,-0.28570329210575024,0.25261802049646226,-0.011579381974048321,-0.6165499688411029,-0.15540351904215782,0.29426314596224495,-0.11680187576690133,-0.30673994794719084,-0.2832288194604737,0.1776574079638696,0.6664234089226599,0.43695745052052165,0.2983696801801762,-1.0088310021502063,-0.9113617802893336,0.2740775338471726,0.017784377188076173,0.1458090190530561,-0.3368824182693532,0.6707830891591379,0.6385963251657731,0.10112468628499184,-0.294486465352293,0.11906928521117013,0.2364193048353176,-1.169671009325283,-0.7278643761082123,-0.07688901222824036,0.2782994772839131"
DB00019,"0.877743587049689,-0.2854195571465298,-0.5963687153461685,0.027183112898698535,-0.47113046058120833,-0.9548053206872913,0.8793635430266685,0.468858432298247,-0.5920658834958977,0.8853340037770864,0.8894447954442236,0.853738285251392,0.9351675369723678,0.04308369126878055,0.9194822838543629,0.7975685461435008,-0.8774328797963606,-0.7928456825504231,0.9527712905026736,-0.8848924405740418,-0.7511717141061163,0.9300022716639643,-0.5192062777442255,0.8976610125023661,0.8352291536303694,0.9233451375449315,0.885096287133029,0.8387047639749846,0.8911608212340321,-0.467508186162238,-0.8239608515139006,0.8753906635613562,-0.7119709633226192,-0.7942802139963556,0.8981431235015002,0.8455343438638973,-0.6674092361413303,0.8390640973308626,-0.16629065578094898,0.9481511162302491,0.8624941236139348,-0.8722918726307284,0.9123715259148415,0.8815182981524141,0.8904049093928574,-0.5496412749171621,0.8460317257062393,0.8978815802781354,-0.5323383315544717,-0.44604259735165636,-0.6738382608831974,-0.2496818999082997,0.9181463947177444,-0.7530214579692414,-0.4274587405591687,-0.8722248656035217,0.8768577145454346,-0.8799585016468203,0.8275906823200705,-0.8825459647884206,-0.24895414652670947,-0.8803949935498114,0.9090775759691354,-0.6867595473579754"
DB00020,"0.8890827361404077,-0.2889357400906294,-0.5918290227812153,0.056430777489140466,-0.4668409265750777,-0.9632667469851133,0.8889855538545443,0.5081188886988426,-0.5655919524807032,0.8883764022242094,0.8963541840576632,0.86840368152264,0.9470150139757564,0.07670310611747139,0.9146140664254593,0.8100306023974385,-0.8876689959473059,-0.7956929894345658,0.9577145203857741,-0.8919179066361423,-0.7490185426959188,0.945146480126466,-0.5121892414091699,0.9219639091956605,0.8430179985589986,0.9270628512131163,0.8866208473386912,0.8455940178755339,0.8996044279396053,-0.4602615131066498,-0.8318893849342162,0.8848782870862351,-0.7020131444181255,-0.7960597557466047,0.9091660504384215,0.861326548563123,-0.6609304556652699,0.851270686634434,-0.16580308324942644,0.9509193614526186,0.8618702900556567,-0.8773660045437296,0.9292516081508111,0.8939508492828665,0.8949784034124938,-0.5565973586661396,0.8478931703971,0.9061466635626936,-0.5323936577850227,-0.42632801572588025,-0.6846378242598858,-0.23698221768283595,0.924079568415944,-0.7356016249113909,-0.4337907268550338,-0.8848847686381649,0.8853700804414674,-0.8750268595229603,0.8366213111275611,-0.889995296425278,-0.23215895627298344,-0.8785241146036445,0.9129126204224801,-0.6890849028758625"
DB00022,"-0.1273594316367477,1.4627965462361208,-0.4085884434135187,-0.6678806484453165,-0.617874996160821,0.3414898249808188,-0.03812125213193631,-2.510480543142239,-2.274455214662748,0.18856825905226188,-0.1851333305409075,-0.2875651748714813,-0.3521418472871486,-1.6928935210959053,-0.02917555556977287,-0.25732182316045304,0.4297175168400054,-0.617855567716742,-0.03373133303042606,0.25940264289119586,-0.09593652850119445,-0.4136379835112513,-0.38339215475378874,-1.3966798982889836,-0.11753662158010782,-0.012279879065047308,0.03227239963125435,0.16116404945370433,-0.24076089522340427,1.3158502891897532,0.41099130860918637,-0.10179366495382008,-0.1253839368201788,-0.31429272971025973,-0.23853571471736537,-0.41472024901126386,0.08600144637379795,-0.1091306568340184,-1.004700497543713,-0.31425360684960446,0.20750931327214228,0.050479511025115116,-0.42835128474500955,-0.3955857820009357,0.04429645160953427,0.22843435349192318,0.2878449025020289,0.07696319019815098,-0.9215787374408176,-1.1221694324887204,0.3165627194379034,-0.4408757842222778,0.015633851867905817,-0.5617880715608994,0.7981406179677569,0.6144303504826768,-0.017008155685400612,-0.27462656817579506,0.014720340997692637,0.404133197513562,-1.5893645854717744,-0.6151809858265481,-0.15433726584841487,0.4180286257442742"
DB00023,"0.8652743161713375,-0.3053211723337809,-0.5790154989363014,0.03624836013248489,-0.38104930843644286,-0.9003081788472446,0.8673703825813941,0.4597284946491975,-0.5404539539751937,0.866947085604702,0.8630658908806864,0.8428281649718474,0.9218484092720978,0.11395811984398684,0.8712025657835589,0.7826888672628669,-0.8454054808018607,-0.8205348139637249,0.9330203250181204,-0.8426478848940454,-0.7596318913278856,0.9261878823989238,-0.5154137433902282,0.893105919310656,0.8222708312213748,0.8898299537637122,0.8535085201746748,0.8315802692918548,0.8666623945518991,-0.46091696962329726,-0.7903528887981208,0.8533747853296114,-0.6492810294433774,-0.7936014220456459,0.8842044285833125,0.8341030815977659,-0.6457991406883908,0.8408798095928667,-0.19682228918428626,0.9162035322969518,0.8346495734362429,-0.841640903120538,0.9101650490514939,0.8840603490600328,0.8762961081926554,-0.5707296561382914,0.8244776706863116,0.8627955143935331,-0.5066814199788433,-0.38180024563358983,-0.63325122900565,-0.28467783852788414,0.9053882649736235,-0.7422243199036759,-0.4027381357497491,-0.865617673065035,0.8614846147772999,-0.8183203941774286,0.8065988284715487,-0.8549657916585345,-0.18903476250122547,-0.8398778597623081,0.8736457321155764,-0.6513342466746358"
DB00024,"0.7274046955374556,-0.46032395246366786,0.12080470112743605,0.21801341104165253,0.42465625819611946,0.06091111628598499,0.7219070687696933,0.8848685759869128,-0.09096576028370588,0.5186470403289763,0.5482672877837315,0.7034655703131133,0.46141089671624,0.7194047877112437,-0.1838158147304162,0.6050701949428051,-0.3641078746973711,-0.4765727098223296,0.2257430005022365,-0.011554720298915449,-0.5904744879018493,0.6574611134108889,-0.8030996494244229,0.48405640628458235,0.4579447013300241,0.21163211813403188,0.34316038624617806,0.6015185016744105,0.3288227245720282,-0.07276609200951657,0.034830781015505165,0.6294684477771385,-0.247593606879573,-0.5367645103084489,0.5690447781212193,0.6520860384685232,-0.5136146470413082,0.6219956674019524,-0.1448412043446311,0.1533881949516535,0.22869404300370139,-0.29154152176915793,0.8075114843786247,0.6316279618785159,0.583803250143397,-0.0075721695249518365,0.5037238369615082,0.07471768397556874,-0.12759827884981362,-0.720097446033469,0.0346939337896694,-0.36281574135680356,0.48618313152725545,-0.2703727920597868,0.08036304596362932,0.056515586123370605,0.5308498928638029,-0.06470976178772823,0.7089062673650349,-0.18252236241149417,0.767784373932168,-0.5375163344543632,0.14486299133673275,-0.18865016255070477"
DB00025,"0.7907536512467987,-0.2588798195828952,-0.2572719808090462,0.1870612691625184,-0.14681775870828634,-0.7956661745669631,0.789102015289167,0.46772085722624235,-0.4100810152965166,0.8420908965938284,0.8092577944346657,0.7376488296844821,0.7668652252942346,0.38653047725353296,0.8443779527272637,0.6991556011671386,-0.7857811924242215,-1.0476314215310005,0.8187684886513918,-0.8026471817097384,-0.7095366053187628,0.7555229940817956,-0.39635184538643004,0.6131891849983802,0.7404876668831866,0.8588496009147326,0.8379883307235689,0.7852906516934784,0.8186920228258284,-0.24530025276326142,-0.7043404901525062,0.7965854109513976,-0.4858170831207029,-0.7065871466330514,0.7875117161992264,0.7150014722293481,-0.5259740938593792,0.722776222024987,-0.45878625639540577,0.8025456541815562,0.8000970327092441,-0.8252800563363116,0.7723168269468151,0.7016585528073717,0.8173353176612983,-0.31005776365567916,0.8100379623774292,0.8958840249481578,-0.9374613395657477,-0.29867413202721843,-0.7229312849496525,-0.10924817943892934,0.8437821775051062,-0.47384701570360205,-0.3561943136400399,-0.729460621124032,0.7963923451950756,-1.0898362654140739,0.7533359695219644,-0.7781152217236686,-0.4815553658521101,-0.8269826069902653,0.8406402134176317,-0.5788899172698067"
DB00026,"-1.382538494666967,2.0577814494475986,-1.2199265038327105,-0.23826583945992758,0.4148411900061712,1.269604805797784,-1.146212924058054,-2.100773620831123,-1.7606760561349915,-0.9753547773173148,-1.7135396442774247,-1.2583530147673117,-1.2065810750272534,-1.7938958661296944,-0.8636027622544616,-1.6235408584980975,0.3425865729842453,0.6366492251679968,-0.7889650729551896,1.4639628338740514,-0.1563924314977085,-0.8001723372928171,-0.1044839374213491,-1.3710375376403374,-0.603431080426631,-1.0436230063829437,-1.3145477878800975,-0.3070049934566914,-1.6804623851067748,0.9064223121349371,1.7375590207934548,-1.3753447026733348,0.08091346389613639,0.49410306069325144,-1.215764285106177,-1.6158454497133632,0.1434120839563058,-0.5807082283416986,-2.1477165838824965,-1.3269132409328073,-0.5249254103870203,1.2309000809440913,-1.252034666340835,-0.44832986573462685,-0.9638925809272061,-0.9278080271508004,-1.262295243321023,-0.9732368612067823,1.3558173949623142,-0.30746123852001106,1.7987283244640582,-0.5760982501192955,-0.8495082901630064,-1.1935920623793315,1.8600632751428268,1.6380354158177268,-1.1842856681229137,1.0721569506000375,-1.209024624143908,1.7985918294584828,0.4545655305052904,0.7650283510973176,-1.1742662247069426,1.5678904037505386"
DB00027,"0.8480880727902372,-0.31579865163130316,-0.5839785884890102,0.03560530634712406,-0.32572878940025424,-0.8906269510646541,0.8580974248722841,0.4339329347810441,-0.51667987297183,0.8651698122745738,0.8501794908211969,0.8299458607112419,0.9139057883700047,0.16707703520193032,0.8859196121187154,0.7687508608244887,-0.8234434189438596,-0.8682810108392447,0.9330508439531966,-0.8410419858140946,-0.7570815991295659,0.9177116890259309,-0.5126634331813885,0.8907948509998922,0.8206577382727814,0.8899978890403918,0.853530469587794,0.8259912983675851,0.8675131678783423,-0.45768703785151893,-0.7984761971832816,0.8400937192677862,-0.6103806429842794,-0.7943039004344745,0.874500980503399,0.8199488055338428,-0.6338314956918149,0.8358111435502056,-0.21600329975639762,0.9172048831345743,0.8385603341357953,-0.8416986825701167,0.8957835859649838,0.8773014001072561,0.8705252819684609,-0.5936054209515977,0.8192178119080509,0.8791190192526253,-0.507265765237985,-0.32741020871122495,-0.6379698125576039,-0.2920360990319988,0.9055634890079328,-0.7544959433106078,-0.3963179678644538,-0.8951503527648217,0.8555007004392678,-0.8088460223647385,0.7867545592360998,-0.8682563442176118,-0.1897288859501382,-0.8252376199437516,0.8775276860920823,-0.6487906189104639"
DB00028,"0.4668812838614537,-0.24862995117761777,0.11039418787089643,-0.036855770281205624,0.7181083821306563,-0.34132412202474594,0.49590258010166727,0.279523869131801,-0.38329422719923395,0.5980729816075142,0.1737621158823572,0.4316302753572219,0.13284057743415004,0.4483560359764649,0.4639076169970961,0.43163681734353837,-0.3107118556841601,-0.28143726151495424,0.44603485521555564,-0.33981156174106036,-0.42433762975316763,0.4331201834755416,-0.20375218384554078,0.01767290978807326,0.4518655096276346,0.5148593431457118,0.5537586789003557,0.6340463830703653,0.34983329369009525,0.946067837626185,-0.4210869828742801,0.5653187948932453,0.09966525660421006,-0.12259449309343189,0.40864904478989034,0.38689528556814357,-0.15531263709699547,0.4696800376002464,0.0373205354902579,0.35418510212984483,0.45098669533648483,-0.4069046167091888,0.47662496264263493,0.45366686782980203,0.5916950628368788,0.29123379355024176,0.639505192221089,0.4230599703395237,-0.35311597816191764,-0.04021691690358284,-0.2680414600854264,0.19617289634210727,0.6212338120810599,-0.40230808045542704,0.0023948450921929187,0.03909134623317853,0.543095794063502,-0.4832678205673956,0.5182673177525098,-0.4498936588694578,0.30536646703130965,-0.6229611624734956,0.392439907794293,-0.2743162448093067"
DB00029,"0.09464095413913037,0.5898072741721229,1.3357763552862434,0.8532646949540725,1.4962726150926,0.20940950114902135,0.11842139690929843,-0.5169545834457253,-0.11822770133300221,0.467514932586583,0.2703518492237747,-0.1884583786883966,-0.400804438025866,1.5978406143408181,0.3599372851532409,-0.1087838037928186,0.3232918309554538,-2.4485964164219847,-0.16803960011827454,-0.0751534823560976,-0.2493405607840976,-0.4722777429281563,0.5564807781252297,-1.3342399999627657,0.05576430817460726,0.35367866397806985,0.4187295876039344,0.2900092411077643,0.226641194805931,1.1852326629641963,0.23601046203837245,0.17890149474296102,0.5691966074966094,-0.015436203616655214,-0.029116855671546097,-0.3120803920029682,0.3814627536731628,-0.18493125304848113,-2.0086155903163108,-0.16648896662788826,0.31503900249513184,-0.11657844789586046,-0.25559291002158896,-0.5466029177343793,0.28941093903369586,1.4431020436947757,0.5171362584330519,0.6488174840030035,-3.0719016910087804,0.08783936061110953,-0.8303284317993526,0.6715267798905136,0.2309815410225254,0.8027468274941318,0.40938636240389725,0.5411313298417857,0.12332616589741494,-1.8370690138245194,0.1507066272922063,0.10547217029160884,-1.9278900456848043,-0.501707728410509,0.2702340373672094,0.2455877422855695"
